part_id,part_family,status,primary_source,partmap_path,fbx_path,baseline_scale,extent_x,extent_y,extent_z,center_x,center_y,center_z,local_x_rule,local_y_rule,local_z_rule,neighbor_offset_summary,fitment_modes,validated_applications,validation_status,orientation_override,last_updated,provenance_level,origin_type,origin_offset_local,default_orientation_state,default_orientation_direction,pivot_center_type,orientation_phase_rule,phase_a_deg,phase_b_deg,scale_behavior,family_equivalence_status,geometry_capability,validated_with_algorithm,next_validation_needed
B_STR_H_Y_NW1,STR_H_Y_NW1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_H_Y_NW1.fbx,source/control scale,10.703117,2.989136,2.989731,2.351566,1.485901,1.514397,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_H_Y_NW2,STR_H_Y_NW2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_H_Y_NW2.fbx,source/control scale,2.989731,2.989136,10.703118,1.514397,1.485901,-2.351566,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_H_Y_NW3,STR_H_Y_NW3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_H_Y_NW3.fbx,source/control scale,10.703118,2.989136,2.989731,-2.351566,1.485901,-1.514396,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_H_Y_S,STR_H_Y_S,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_H_Y_S.fbx,source/control scale,6.054688,3.07068,11.406357,0.0,1.486145,-2.703071,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_H_Y_W,STR_H_Y_W,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_H_Y_W.fbx,source/control scale,11.406357,3.070679,6.054688,2.703071,1.486145,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_E,STR_I_E,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_E.fbx,source/control scale,2.992188,2.992188,5.996094,1.503906,1.496094,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_N,STR_I_N,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_N.fbx,source/control scale,5.996094,2.992188,2.992188,0.0,1.496094,-1.503906,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_NE,STR_I_NE,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_NE.fbx,source/control scale,5.808691,2.490234,5.808699,0.095752,1.245117,-0.095755,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_NE1,STR_I_NE1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_NE1.fbx,source/control scale,5.808699,2.490234,5.808692,-0.095756,1.245117,-0.095752,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_NE2,STR_I_NE2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_NE2.fbx,source/control scale,5.808692,2.490234,5.808699,-0.095752,1.245117,0.095756,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_NE3,STR_I_NE3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_NE3.fbx,source/control scale,5.808699,2.490234,5.808692,0.095756,1.245117,0.095752,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_NW,STR_I_NW,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_NW.fbx,source/control scale,5.808692,2.490234,5.808698,-0.095752,1.245117,-0.095756,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_NW1,STR_I_NW1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_NW1.fbx,source/control scale,5.808699,2.490234,5.808692,-0.095756,1.245117,0.095752,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_NW2,STR_I_NW2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_NW2.fbx,source/control scale,5.808692,2.490234,5.808699,0.095752,1.245117,0.095756,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_NW3,STR_I_NW3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_NW3.fbx,source/control scale,5.808699,2.490234,5.808692,0.095756,1.245117,-0.095752,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_S,STR_I_S,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_S.fbx,source/control scale,5.996094,2.992188,2.992188,0.0,1.496094,1.503906,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_W,STR_I_W,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_W.fbx,source/control scale,2.992188,2.992188,5.996094,-1.503906,1.496094,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_Y_E,STR_I_Y_E,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_Y_E.fbx,source/control scale,2.992188,2.992188,5.996094,1.503906,1.496093,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_Y_N,STR_I_Y_N,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_Y_N.fbx,source/control scale,5.996094,2.992188,2.992188,0.0,1.496094,-1.503906,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_Y_NE,STR_I_Y_NE,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_Y_NE.fbx,source/control scale,5.808691,2.490235,5.808699,0.095752,1.245117,-0.095755,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_Y_NE1,STR_I_Y_NE1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_Y_NE1.fbx,source/control scale,5.808699,2.490235,5.808692,-0.095756,1.245117,-0.095752,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_Y_NE2,STR_I_Y_NE2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_Y_NE2.fbx,source/control scale,5.808692,2.490234,5.808699,-0.095752,1.245117,0.095756,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_Y_NE3,STR_I_Y_NE3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_Y_NE3.fbx,source/control scale,5.808699,2.490234,5.808692,0.095756,1.245117,0.095752,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_Y_NW,STR_I_Y_NW,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_Y_NW.fbx,source/control scale,5.808692,2.490235,5.808699,-0.095752,1.245117,-0.095756,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_Y_NW1,STR_I_Y_NW1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_Y_NW1.fbx,source/control scale,5.808699,2.490234,5.808692,-0.095756,1.245117,0.095752,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_Y_NW2,STR_I_Y_NW2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_Y_NW2.fbx,source/control scale,5.808692,2.490234,5.808699,0.095752,1.245117,0.095756,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_Y_NW3,STR_I_Y_NW3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_Y_NW3.fbx,source/control scale,5.808699,2.490235,5.808692,0.095756,1.245117,-0.095752,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_Y_S,STR_I_Y_S,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_Y_S.fbx,source/control scale,5.996094,2.992188,2.992188,0.0,1.496094,1.503906,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_I_Y_W,STR_I_Y_W,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_I_Y_W.fbx,source/control scale,2.992188,2.992188,5.996094,-1.503906,1.496093,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_E,STR_J_E,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_E.fbx,source/control scale,2.919983,2.919922,6.027344,1.504913,1.459961,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_N,STR_J_N,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_N.fbx,source/control scale,6.027344,2.919922,2.919983,0.0,1.459961,-1.504913,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_NE,STR_J_NE,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_NE.fbx,source/control scale,6.007819,2.92469,11.969458,-0.003903,1.457577,2.984021,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_NE1,STR_J_NE1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_NE1.fbx,source/control scale,11.969458,2.92469,6.00782,2.984021,1.457577,0.003903,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_NE2,STR_J_NE2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_NE2.fbx,source/control scale,6.00782,2.92469,11.969458,0.003903,1.457577,-2.984021,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_NE3,STR_J_NE3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_NE3.fbx,source/control scale,11.969458,2.92469,6.007819,-2.984021,1.457577,-0.003903,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_NW,STR_J_NW,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_NW.fbx,source/control scale,6.00782,2.92469,11.969458,0.003902,1.457577,2.984021,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_NW1,STR_J_NW1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_NW1.fbx,source/control scale,11.969458,2.92469,6.007819,2.984021,1.457577,-0.003903,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_NW2,STR_J_NW2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_NW2.fbx,source/control scale,6.00782,2.92469,11.969458,-0.003903,1.457577,-2.984021,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_NW3,STR_J_NW3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_NW3.fbx,source/control scale,11.969458,2.92469,6.00782,-2.984021,1.457577,0.003903,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_S,STR_J_S,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_S.fbx,source/control scale,6.027344,2.919922,2.919983,0.0,1.459961,1.504913,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_W,STR_J_W,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_W.fbx,source/control scale,2.919983,2.919922,6.027344,-1.504913,1.459961,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_Y_E,STR_J_Y_E,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_Y_E.fbx,source/control scale,2.919983,2.919923,6.027344,1.504913,1.459961,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_Y_N,STR_J_Y_N,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_Y_N.fbx,source/control scale,6.027344,2.919922,2.919984,0.0,1.459961,-1.504913,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_Y_NE,STR_J_Y_NE,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_Y_NE.fbx,source/control scale,6.007819,2.92469,11.969458,-0.003903,1.457577,2.984021,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_Y_NE1,STR_J_Y_NE1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_Y_NE1.fbx,source/control scale,11.969458,2.92469,6.00782,2.984021,1.457577,0.003903,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_Y_NE2,STR_J_Y_NE2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_Y_NE2.fbx,source/control scale,6.00782,2.924691,11.969458,0.003903,1.457576,-2.984021,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_Y_NE3,STR_J_Y_NE3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_Y_NE3.fbx,source/control scale,11.969458,2.924691,6.007819,-2.984021,1.457576,-0.003903,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_Y_NW,STR_J_Y_NW,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_Y_NW.fbx,source/control scale,6.00782,2.92469,11.969458,0.003902,1.457577,2.984021,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_Y_NW1,STR_J_Y_NW1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_Y_NW1.fbx,source/control scale,11.969458,2.924691,6.007819,2.984021,1.457576,-0.003903,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_Y_NW2,STR_J_Y_NW2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_Y_NW2.fbx,source/control scale,6.00782,2.924691,11.969458,-0.003903,1.457576,-2.984021,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_Y_NW3,STR_J_Y_NW3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_Y_NW3.fbx,source/control scale,11.969458,2.92469,6.00782,-2.984021,1.457577,0.003903,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_Y_S,STR_J_Y_S,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_Y_S.fbx,source/control scale,6.027344,2.919922,2.919983,0.0,1.459961,1.504913,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_J_Y_W,STR_J_Y_W,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_J_Y_W.fbx,source/control scale,2.919983,2.919923,6.027344,-1.504913,1.459961,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_K_E,STR_K_E,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_K_E.fbx,source/control scale,6.128907,3.027344,6.0,-0.064453,1.513672,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_K_N,STR_K_N,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_K_N.fbx,source/control scale,6.0,3.027344,6.128907,0.0,1.513672,0.064453,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_K_NE,STR_K_NE,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_K_NE.fbx,source/control scale,5.473436,2.722656,11.523491,0.264062,1.361328,2.761692,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_K_NE1,STR_K_NE1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_K_NE1.fbx,source/control scale,11.523491,2.722656,5.473438,2.761692,1.361328,-0.264063,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_K_NE2,STR_K_NE2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_K_NE2.fbx,source/control scale,5.473437,2.722656,11.523491,-0.264062,1.361328,-2.761692,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_K_NE3,STR_K_NE3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_K_NE3.fbx,source/control scale,11.523491,2.722656,5.473436,-2.761692,1.361328,0.264062,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_K_NW,STR_K_NW,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_K_NW.fbx,source/control scale,5.473438,2.722656,11.523491,-0.264063,1.361328,2.761692,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_K_NW1,STR_K_NW1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_K_NW1.fbx,source/control scale,11.523491,2.722656,5.473436,2.761692,1.361328,0.264062,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_K_NW2,STR_K_NW2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_K_NW2.fbx,source/control scale,5.473437,2.722656,11.523491,0.264062,1.361328,-2.761692,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_K_NW3,STR_K_NW3,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_K_NW3.fbx,source/control scale,11.523491,2.722656,5.473438,-2.761692,1.361328,-0.264063,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_K_S,STR_K_S,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_K_S.fbx,source/control scale,6.0,3.027344,6.128906,0.0,1.513672,-0.064453,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_K_W,STR_K_W,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_K_W.fbx,source/control scale,6.128907,3.027344,6.0,0.064453,1.513672,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_K_Y_E,STR_K_Y_E,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_K_Y_E.fbx,source/control scale,6.128907,3.027344,6.0,-0.064453,1.513672,0.0,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_K_Y_N,STR_K_Y_N,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_K_Y_N.fbx,source/control scale,6.0,3.027344,6.128907,0.0,1.513672,0.064453,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_K_Y_NE,STR_K_Y_NE,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_K_Y_NE.fbx,source/control scale,5.473436,2.722656,11.523491,0.264062,1.361328,2.761692,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_K_Y_NE1,STR_K_Y_NE1,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_K_Y_NE1.fbx,source/control scale,11.523491,2.722656,5.473439,2.761692,1.361328,-0.264063,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
B_STR_K_Y_NE2,STR_K_Y_NE2,SEEDED,dimensions_library_fbx_bounds,,models/corvette/B_STR_K_Y_NE2.fbx,source/control scale,5.473437,2.722657,11.523491,-0.264062,1.361328,-2.761692,Right = normalize(Up cross At),Up = normalize(source.Up),At = normalize(source.At projected perpendicular to Up),NEED_STUDY,NEED_STUDY,none,UNTESTED,,2026-06-07,,,,,,,,,,,,,,
