ActiveLibraryIndex,ExtractionPartIndex,ObjectID,NiceName,Category,SubCategory,ModelName,VariantOfClean,SnapGroups,LikelyRole,FBXPath,PartClassGuess,ExpectedExtentX,ExpectedExtentY,ExpectedExtentZ,MeasuredLocalSize,MeasuredWorldSize_DEFAULT,DimensionsProperty_DEFAULT,LocalBBoxCenter,LocalOriginOffsetFromBBoxCenter,LocalBottomOffsetZ,LocalTopOffsetZ,WorldBottomOffsetFromOriginZ_DEFAULT,WorldTopOffsetFromOriginZ_DEFAULT,SortedExtentDeltaMax_DEFAULT,ExtentMatch0p10_DEFAULT,SpawnSuccessAllVariants,VariantCount,DefaultRotationDegrees,RX90WorldSize,RY90WorldSize,RZ90WorldSize,Scale050WorldSize,Scale150WorldSize,Scale200WorldSize,ValidationStatus,ValidationFlags,MechanicsUseRecommendation,DecorativeProxyCaution,UserConfirmedNote,SourceExtractionRun,SourceDocsRev,ExtractionConfidence
1657,,SPEC_FIREWORK07,RED TITAN FIREWORK,Deployable Technology,Fireworks,SPEC_FIREWORK07,,,firework/effect,models/deployable_technology/SPEC_FIREWORK07.fbx,TECH_UTILITY,0.427734,0.588379,0.427734,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1658,,SPEC_FIREWORK08,GOLDEN TITAN FIREWORK,Deployable Technology,Fireworks,SPEC_FIREWORK08,,,firework/effect,models/deployable_technology/SPEC_FIREWORK08.fbx,TECH_UTILITY,0.427734,0.588379,0.427734,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1659,,SPEC_FIREWORK09,GREEN TITAN FIREWORK,Deployable Technology,Fireworks,SPEC_FIREWORK09,,,firework/effect,models/deployable_technology/SPEC_FIREWORK09.fbx,TECH_UTILITY,0.427734,0.588379,0.427734,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1694,,SWARM_FLAG_B1,WEAVERS FLAG,Decoration,Structural Adornments,SWARM_FLAG_B1,,,flag/banner/signage,models/decoration/SWARM_FLAG_B1.fbx,DECORATION_MISC,0.205933,3.638306,0.205994,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1695,,SWARM_FLAG_B2,SWALLOWTAIL WEAVERS FLAG,Decoration,Structural Adornments,SWARM_FLAG_B2,,,flag/banner/signage,models/decoration/SWARM_FLAG_B2.fbx,DECORATION_MISC,1.895508,0.453354,0.326172,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1696,,SWARM_FLAG_B3,TAPERED WEAVERS FLAG,Decoration,Structural Adornments,SWARM_FLAG_B3,,,flag/banner/signage,models/decoration/SWARM_FLAG_B3.fbx,DECORATION_MISC,0.33606,1.47168,0.28595,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1697,,SWARM_FLAG_G1,SAGES FLAG,Decoration,Structural Adornments,SWARM_FLAG_G1,,,flag/banner/signage,models/decoration/SWARM_FLAG_G1.fbx,DECORATION_MISC,0.205933,3.638306,0.205994,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1698,,SWARM_FLAG_G2,SWALLOWTAIL SAGES FLAG,Decoration,Structural Adornments,SWARM_FLAG_G2,,,flag/banner/signage,models/decoration/SWARM_FLAG_G2.fbx,DECORATION_MISC,1.895508,0.453354,0.326172,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1699,,SWARM_FLAG_G3,TAPERED SAGES FLAG,Decoration,Structural Adornments,SWARM_FLAG_G3,,,flag/banner/signage,models/decoration/SWARM_FLAG_G3.fbx,DECORATION_MISC,0.33606,1.47168,0.28595,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1700,,SWARM_FLAG_R1,ROYALS FLAG,Decoration,Structural Adornments,SWARM_FLAG_R1,,,flag/banner/signage,models/decoration/SWARM_FLAG_R1.fbx,DECORATION_MISC,0.205933,3.638306,0.205994,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1701,,SWARM_FLAG_R2,SWALLOWTAIL ROYALS FLAG,Decoration,Structural Adornments,SWARM_FLAG_R2,,,flag/banner/signage,models/decoration/SWARM_FLAG_R2.fbx,DECORATION_MISC,1.895508,0.453354,0.326172,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1702,,SWARM_FLAG_R3,TAPERED ROYALS FLAG,Decoration,Structural Adornments,SWARM_FLAG_R3,,,flag/banner/signage,models/decoration/SWARM_FLAG_R3.fbx,DECORATION_MISC,0.33606,1.47168,0.28595,,,,,,,,,,,,False,0,,,,,,,,NOT_EXTRACTED_FROM_INPUT_LIBRARY,,NEEDS_EXTRACTION_OR_BASE_LIBRARY_CAUTION,,,,3.01.01,NOT_EXTRACTED
1937,1932.0,TELEPORTER,BASE TELEPORT MODULE,Advanced Technology,General Utility,TELEPORTER_F,,PROP,prop/detail or unclassified,models/freighter/TELEPORTER_F.fbx,TECH_UTILITY,4.121094,3.917725,2.791992,"[4.000001, 3.601958, 3.618035]","[4.000001, 3.618048, 3.601971]","[4.000001, 3.601958, 3.618035]","[0.0, 1.783348, -0.190983]","[-0.0, -1.783348, 0.190983]",-2.0,1.618035,-0.017637,3.584334,0.809966,False,True,10,"[90.000207, 0.0, 0.0]","[4.000001, 3.618035, 3.601958]","[3.618035, 3.601958, 4.000001]","[3.601958, 4.000001, 3.618035]","[2.0, 1.809025, 1.800985]","[6.000001, 5.427073, 5.402957]","[8.000002, 7.236095, 7.203942]",REVIEW_EXTENT_MISMATCH,EXTENT_MISMATCH_GT_0P10,USE_WITH_CAUTION,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.01,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
16,16.0,BASE_BUBPIPE,BUBBLE DUCT,Decoration,Structural Adornments,BASE_BUBPIPE,,BUBBLEPIPE_;_BUBBLEPIPE;PIPESAGNOSTIC_T;PIPESAGNOSTIC_B;PIPESAGNOSTIC_N;PIPESAGNOSTIC_E;PIPESAGNOSTIC_S;PIPESAGNOSTIC_W,prop/detail or unclassified,models/decoration/BASE_BUBPIPE.fbx,PIPE_OR_SHAPE,0.953124,0.953126,2.0,"[0.953124, 0.953126, 2.0]","[0.953124, 2.000003, 0.953133]","[0.953124, 0.953126, 2.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",-1.0,1.0,-0.476567,0.476567,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.953124, 2.0, 0.953126]","[2.0, 0.953126, 0.953124]","[0.953126, 0.953123, 2.0]","[0.476562, 1.0, 0.476567]","[1.429686, 3.000004, 1.4297]","[1.906248, 4.000008, 1.906266]",GAME_VALIDATION_REQUIRED_PIPE_CONTEXTUAL_CONNECTOR,PIPE_FAMILY_BLENDER_DATA_NOT_AUTHORITATIVE;GAME_VALIDATION_REQUIRED;CONNECTED_PIPE_ASSEMBLY_TBD;PIPE_CONTEXTUAL_CONNECTOR_GRAPH;JSON_TRANSFORM_USEFUL;BLENDER_VISUAL_BBOX_NOT_AUTHORITATIVE;LOCAL_AXIS_2_UNIT_STEP_OBSERVED,USE_ONLY_WITH_PIPE_ASSEMBLY_VALIDATION,YES,USER_CONFIRMED_2026-06-18: Exported JSON + in-game screenshots show PIPE/BUBPIPE are contextual connector parts. JSON transforms are useful and show ~2.0-unit local-axis steps. Blender visual/bbox extraction is not authoritative. RX90 may correct isolated orientation but does not validate connected assembly continuity.,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.01,BLENDER_EXTRACTION_RAW_ONLY_GAME_BEHAVIOR_TBD
17,17.0,BASE_BUBPIPE_L,L-SHAPED BUBBLE DUCT,Decoration,Structural Adornments,BASE_BUBPIPE_L,,BUBBLEPIPEL_;_BUBBLEPIPEL,prop/detail or unclassified,models/decoration/BASE_BUBPIPE_L.fbx,PIPE_OR_SHAPE,0.953124,1.476563,1.476562,"[0.953124, 1.476563, 1.476562]","[0.953124, 1.476567, 1.476568]","[0.953124, 1.476563, 1.476562]","[0.0, -0.261718, 0.261719]","[0.0, 0.261718, -0.261719]",-0.476562,1.0,-1.000004,0.476565,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.953124, 1.476562, 1.476563]","[1.476562, 1.476563, 0.953124]","[1.476563, 0.953124, 1.476562]","[0.476562, 0.738283, 0.738284]","[1.429686, 2.214849, 2.214853]","[1.906248, 2.953135, 2.953137]",GAME_VALIDATION_REQUIRED_PIPE_CONTEXTUAL_CONNECTOR,PIPE_FAMILY_BLENDER_DATA_NOT_AUTHORITATIVE;GAME_VALIDATION_REQUIRED;CONNECTED_PIPE_ASSEMBLY_TBD;PIPE_CONTEXTUAL_CONNECTOR_GRAPH;JSON_TRANSFORM_USEFUL;BLENDER_VISUAL_BBOX_NOT_AUTHORITATIVE;LOCAL_AXIS_2_UNIT_STEP_OBSERVED,USE_ONLY_WITH_PIPE_ASSEMBLY_VALIDATION,YES,USER_CONFIRMED_2026-06-18: Exported JSON + in-game screenshots show PIPE/BUBPIPE are contextual connector parts. JSON transforms are useful and show ~2.0-unit local-axis steps. Blender visual/bbox extraction is not authoritative. RX90 may correct isolated orientation but does not validate connected assembly continuity.,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.01,BLENDER_EXTRACTION_RAW_ONLY_GAME_BEHAVIOR_TBD
18,18.0,BASE_BUBPIPE_S,BUBBLE DUCT,Decoration,Structural Adornments,BASE_BUBPIPE_S,,BUBBLEPIPE_;_BUBBLEPIPE,prop/detail or unclassified,models/decoration/BASE_BUBPIPE_S.fbx,PIPE_OR_SHAPE,0.953124,0.953126,2.0,"[0.953124, 0.953126, 2.0]","[0.953124, 2.000003, 0.953133]","[0.953124, 0.953126, 2.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",-1.0,1.0,-0.476567,0.476567,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.953124, 2.0, 0.953126]","[2.0, 0.953126, 0.953124]","[0.953126, 0.953123, 2.0]","[0.476562, 1.0, 0.476567]","[1.429686, 3.000004, 1.4297]","[1.906248, 4.000008, 1.906266]",GAME_VALIDATION_REQUIRED_PIPE_CONTEXTUAL_CONNECTOR,PIPE_FAMILY_BLENDER_DATA_NOT_AUTHORITATIVE;GAME_VALIDATION_REQUIRED;CONNECTED_PIPE_ASSEMBLY_TBD;PIPE_CONTEXTUAL_CONNECTOR_GRAPH;JSON_TRANSFORM_USEFUL;BLENDER_VISUAL_BBOX_NOT_AUTHORITATIVE;LOCAL_AXIS_2_UNIT_STEP_OBSERVED,USE_ONLY_WITH_PIPE_ASSEMBLY_VALIDATION,YES,USER_CONFIRMED_2026-06-18: Exported JSON + in-game screenshots show PIPE/BUBPIPE are contextual connector parts. JSON transforms are useful and show ~2.0-unit local-axis steps. Blender visual/bbox extraction is not authoritative. RX90 may correct isolated orientation but does not validate connected assembly continuity.,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.01,BLENDER_EXTRACTION_RAW_ONLY_GAME_BEHAVIOR_TBD
19,19.0,BASE_BUBPIPE_T,T-SHAPED BUBBLE DUCT,Decoration,Structural Adornments,BASE_BUBPIPE_T,,BUBBLEPIPET_;_BUBBLEPIPET,prop/detail or unclassified,models/decoration/BASE_BUBPIPE_T.fbx,PIPE_OR_SHAPE,2.0,1.476564,0.953125,"[2.0, 1.476564, 0.953125]","[2.0, 0.95313, 1.476567]","[2.0, 1.476564, 0.953125]","[0.0, 0.73828, -1e-06]","[0.0, -0.73828, 1e-06]",-0.476563,0.476562,-4e-06,1.476564,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.0, 0.953125, 1.476564]","[0.953125, 1.476564, 2.0]","[1.476564, 2.0, 0.953125]","[1.0, 0.476564, 0.738284]","[3.0, 1.429695, 2.214851]","[4.0, 1.906261, 2.953135]",GAME_VALIDATION_REQUIRED_PIPE_CONTEXTUAL_CONNECTOR,PIPE_FAMILY_BLENDER_DATA_NOT_AUTHORITATIVE;GAME_VALIDATION_REQUIRED;CONNECTED_PIPE_ASSEMBLY_TBD;PIPE_CONTEXTUAL_CONNECTOR_GRAPH;JSON_TRANSFORM_USEFUL;BLENDER_VISUAL_BBOX_NOT_AUTHORITATIVE;LOCAL_AXIS_2_UNIT_STEP_OBSERVED,USE_ONLY_WITH_PIPE_ASSEMBLY_VALIDATION,YES,USER_CONFIRMED_2026-06-18: Exported JSON + in-game screenshots show PIPE/BUBPIPE are contextual connector parts. JSON transforms are useful and show ~2.0-unit local-axis steps. Blender visual/bbox extraction is not authoritative. RX90 may correct isolated orientation but does not validate connected assembly continuity.,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.01,BLENDER_EXTRACTION_RAW_ONLY_GAME_BEHAVIOR_TBD
20,20.0,BASE_BUBPIPE_X,X-SHAPED BUBBLE DUCT,Decoration,Structural Adornments,BASE_BUBPIPE_X,,BUBBLEPIPEX_;_BUBBLEPIPEX,prop/detail or unclassified,models/decoration/BASE_BUBPIPE_X.fbx,PIPE_OR_SHAPE,2.0,1.999025,0.953125,"[2.0, 1.999025, 0.953125]","[2.0, 0.953132, 1.999028]","[2.0, 1.999025, 0.953125]","[0.0, 0.99951, -1e-06]","[0.0, -0.99951, 1e-06]",-0.476563,0.476562,-4e-06,1.999025,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.0, 0.953125, 1.999025]","[0.953125, 1.999025, 2.0]","[1.999025, 2.0, 0.953125]","[1.0, 0.476566, 0.999514]","[3.0, 1.429697, 2.998543]","[4.0, 1.906265, 3.998057]",GAME_VALIDATION_REQUIRED_PIPE_CONTEXTUAL_CONNECTOR,PIPE_FAMILY_BLENDER_DATA_NOT_AUTHORITATIVE;GAME_VALIDATION_REQUIRED;CONNECTED_PIPE_ASSEMBLY_TBD;PIPE_CONTEXTUAL_CONNECTOR_GRAPH;JSON_TRANSFORM_USEFUL;BLENDER_VISUAL_BBOX_NOT_AUTHORITATIVE;LOCAL_AXIS_2_UNIT_STEP_OBSERVED,USE_ONLY_WITH_PIPE_ASSEMBLY_VALIDATION,YES,USER_CONFIRMED_2026-06-18: Exported JSON + in-game screenshots show PIPE/BUBPIPE are contextual connector parts. JSON transforms are useful and show ~2.0-unit local-axis steps. Blender visual/bbox extraction is not authoritative. RX90 may correct isolated orientation but does not validate connected assembly continuity.,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.01,BLENDER_EXTRACTION_RAW_ONLY_GAME_BEHAVIOR_TBD
1583,1599.0,PIPE,PIPE,Decoration,Structural Adornments,BASE_BUBPIPE,,BUBBLEPIPE_;_BUBBLEPIPE;PIPESAGNOSTIC_T;PIPESAGNOSTIC_B;PIPESAGNOSTIC_N;PIPESAGNOSTIC_E;PIPESAGNOSTIC_S;PIPESAGNOSTIC_W,prop/detail or unclassified,models/decoration/BASE_BUBPIPE.fbx,PIPE_OR_SHAPE,0.953124,0.953126,2.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,2.0,False,True,10,"[90.000207, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",GAME_VALIDATION_REQUIRED_PIPE_CONTEXTUAL_CONNECTOR,ZERO_BBOX;EXTENT_MISMATCH_GT_0P10;PIPE_FAMILY_BLENDER_DATA_NOT_AUTHORITATIVE;GAME_VALIDATION_REQUIRED;CONNECTED_PIPE_ASSEMBLY_TBD;PIPE_CONTEXTUAL_CONNECTOR_GRAPH;JSON_TRANSFORM_USEFUL;BLENDER_VISUAL_BBOX_NOT_AUTHORITATIVE;LOCAL_AXIS_2_UNIT_STEP_OBSERVED,USE_ONLY_WITH_PIPE_ASSEMBLY_VALIDATION,YES,USER_CONFIRMED_2026-06-18: Exported JSON + in-game screenshots show PIPE/BUBPIPE are contextual connector parts. JSON transforms are useful and show ~2.0-unit local-axis steps. Blender visual/bbox extraction is not authoritative. RX90 may correct isolated orientation but does not validate connected assembly continuity.,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.01,BLENDER_EXTRACTION_RAW_ONLY_GAME_BEHAVIOR_TBD
