ModelName,FBXPath,fbx_version,vertex_count,mesh_arrays,min_x,max_x,extent_x,center_x,min_y,max_y,extent_y,center_y,min_z,max_z,extent_z,center_z,error
B_STR_D_NE1,models/corvette/B_STR_D_NE1.fbx,7400,1538,1,-3.004684,8.992188,11.996872,2.993752,-0.043976,2.990234,3.03421,1.473129,-3.000371,2.96875,5.969122,-0.015811,
B_STR_D_NE2,models/corvette/B_STR_D_NE2.fbx,7400,1538,1,-3.000371,2.96875,5.969121,-0.01581,-0.043976,2.990234,3.03421,1.473129,-8.992188,3.004684,11.996872,-2.993752,
B_STR_D_NE3,models/corvette/B_STR_D_NE3.fbx,7400,1538,1,-8.992188,3.004684,11.996872,-2.993752,-0.043976,2.990234,3.03421,1.473129,-2.96875,3.000371,5.96912,0.01581,
B_STR_D_NW,models/corvette/B_STR_D_NW.fbx,7400,1541,1,-3.000371,2.96875,5.969122,-0.01581,-0.043976,2.990234,3.03421,1.473129,-3.004684,8.992188,11.996872,2.993752,
B_STR_D_NW1,models/corvette/B_STR_D_NW1.fbx,7400,1541,1,-3.004684,8.992188,11.996872,2.993752,-0.043976,2.990234,3.03421,1.473129,-2.96875,3.000371,5.96912,0.01581,
B_STR_D_NW2,models/corvette/B_STR_D_NW2.fbx,7400,1541,1,-2.96875,3.000371,5.969121,0.01581,-0.043976,2.990234,3.03421,1.473129,-8.992188,3.004684,11.996872,-2.993752,
B_STR_D_NW3,models/corvette/B_STR_D_NW3.fbx,7400,1541,1,-8.992188,3.004684,11.996872,-2.993752,-0.043976,2.990234,3.03421,1.473129,-3.000371,2.96875,5.969122,-0.015811,
B_STR_D_S,models/corvette/B_STR_D_S.fbx,7400,1794,1,-3.048828,3.048828,6.097656,0.0,-6.1e-05,3.044922,3.044982,1.522431,-8.921875,3.0,11.921875,-2.960938,
B_STR_D_W,models/corvette/B_STR_D_W.fbx,7400,1794,1,-3.0,8.921875,11.921875,2.960938,-6.1e-05,3.044922,3.044982,1.522431,-3.048828,3.048828,6.097656,-0.0,
B_STR_D_Y_E,models/corvette/B_STR_D_Y_E.fbx,7400,1794,1,-8.921875,3.0,11.921875,-2.960938,-6.1e-05,3.044922,3.044982,1.522431,-3.048828,3.048828,6.097656,0.0,
B_STR_D_Y_N,models/corvette/B_STR_D_Y_N.fbx,7400,1794,1,-3.048828,3.048828,6.097656,0.0,-6.1e-05,3.044921,3.044982,1.52243,-3.0,8.921875,11.921875,2.960937,
B_STR_D_Y_NE,models/corvette/B_STR_D_Y_NE.fbx,7400,1538,1,-2.96875,3.000371,5.96912,0.01581,-0.043976,2.990234,3.03421,1.473129,-3.004684,8.992188,11.996872,2.993752,
B_STR_D_Y_NE1,models/corvette/B_STR_D_Y_NE1.fbx,7400,1538,1,-3.004684,8.992188,11.996872,2.993752,-0.043976,2.990234,3.03421,1.473129,-3.000371,2.96875,5.969122,-0.01581,
B_STR_D_Y_NE2,models/corvette/B_STR_D_Y_NE2.fbx,7400,1538,1,-3.000371,2.96875,5.969121,-0.01581,-0.043977,2.990235,3.034211,1.473129,-8.992188,3.004684,11.996872,-2.993752,
B_STR_D_Y_NE3,models/corvette/B_STR_D_Y_NE3.fbx,7400,1538,1,-8.992188,3.004684,11.996872,-2.993752,-0.043977,2.990235,3.034211,1.473129,-2.96875,3.000371,5.96912,0.015811,
B_STR_D_Y_NW,models/corvette/B_STR_D_Y_NW.fbx,7400,1541,1,-3.000371,2.96875,5.969122,-0.01581,-0.043976,2.990234,3.03421,1.473129,-3.004684,8.992188,11.996872,2.993752,
B_STR_D_Y_NW1,models/corvette/B_STR_D_Y_NW1.fbx,7400,1541,1,-3.004684,8.992188,11.996872,2.993752,-0.043977,2.990235,3.034211,1.473129,-2.96875,3.000371,5.96912,0.015811,
B_STR_D_Y_NW2,models/corvette/B_STR_D_Y_NW2.fbx,7400,1541,1,-2.96875,3.000371,5.969121,0.01581,-0.043977,2.990235,3.034211,1.473129,-8.992188,3.004684,11.996872,-2.993752,
B_STR_D_Y_NW3,models/corvette/B_STR_D_Y_NW3.fbx,7400,1541,1,-8.992188,3.004684,11.996872,-2.993752,-0.043976,2.990234,3.03421,1.473129,-3.000371,2.96875,5.969122,-0.01581,
B_STR_D_Y_S,models/corvette/B_STR_D_Y_S.fbx,7400,1794,1,-3.048828,3.048828,6.097656,0.0,-6.1e-05,3.044922,3.044983,1.522431,-8.921875,3.0,11.921875,-2.960938,
B_STR_D_Y_W,models/corvette/B_STR_D_Y_W.fbx,7400,1794,1,-3.0,8.921875,11.921875,2.960938,-6.1e-05,3.044922,3.044982,1.522431,-3.048828,3.048828,6.097656,0.0,
B_STR_E_E,models/corvette/B_STR_E_E.fbx,7400,1444,1,-3.0,3.0,6.0,0.0,-0.0,3.0,3.0,1.5,-3.0,3.0,6.0,0.0,
B_STR_E_N,models/corvette/B_STR_E_N.fbx,7400,1444,1,-3.0,3.0,6.0,0.0,-0.0,3.0,3.0,1.5,-3.0,3.0,6.0,0.0,
B_STR_E_NE,models/corvette/B_STR_E_NE.fbx,7400,1308,1,-2.96875,3.00044,5.96919,0.015845,0.0,3.0,2.999999,1.5,-3.003925,2.117188,5.121113,-0.443369,
B_STR_E_NE1,models/corvette/B_STR_E_NE1.fbx,7400,1308,1,-3.003925,2.117188,5.121113,-0.443369,0.0,3.0,2.999999,1.5,-3.000439,2.96875,5.96919,-0.015845,
B_STR_E_NE2,models/corvette/B_STR_E_NE2.fbx,7400,1308,1,-3.00044,2.96875,5.96919,-0.015845,0.0,3.0,2.999999,1.5,-2.117188,3.003925,5.121113,0.443369,
B_STR_E_NE3,models/corvette/B_STR_E_NE3.fbx,7400,1308,1,-2.117188,3.003925,5.121113,0.443369,0.0,3.0,2.999999,1.5,-2.96875,3.00044,5.969189,0.015845,
B_STR_E_NW,models/corvette/B_STR_E_NW.fbx,7400,1308,1,-3.000439,2.96875,5.96919,-0.015845,0.0,3.0,2.999999,1.5,-3.003925,2.117188,5.121113,-0.443369,
B_STR_E_NW1,models/corvette/B_STR_E_NW1.fbx,7400,1308,1,-3.003925,2.117188,5.121113,-0.443369,0.0,3.0,2.999999,1.5,-2.96875,3.00044,5.969189,0.015845,
B_STR_E_NW2,models/corvette/B_STR_E_NW2.fbx,7400,1308,1,-2.96875,3.00044,5.96919,0.015845,0.0,3.0,2.999999,1.5,-2.117188,3.003925,5.121113,0.443369,
B_STR_E_NW3,models/corvette/B_STR_E_NW3.fbx,7400,1308,1,-2.117188,3.003925,5.121113,0.443369,0.0,3.0,2.999999,1.5,-3.000439,2.96875,5.96919,-0.015845,
B_STR_E_S,models/corvette/B_STR_E_S.fbx,7400,1444,1,-3.0,3.0,6.0,0.0,-0.0,3.0,3.0,1.5,-3.0,3.0,6.0,0.0,
B_STR_E_W,models/corvette/B_STR_E_W.fbx,7400,1444,1,-3.0,3.0,6.0,0.0,-0.0,3.0,3.0,1.5,-3.0,3.0,6.0,0.0,
B_STR_E_Y_E,models/corvette/B_STR_E_Y_E.fbx,7400,1444,1,-3.0,3.0,6.0,0.0,-1e-06,3.0,3.0,1.5,-3.0,3.0,6.0,0.0,
B_STR_E_Y_N,models/corvette/B_STR_E_Y_N.fbx,7400,1444,1,-3.0,3.0,6.0,0.0,-0.0,3.0,3.0,1.5,-3.0,3.0,6.000001,0.0,
B_STR_E_Y_NE,models/corvette/B_STR_E_Y_NE.fbx,7400,1308,1,-2.96875,3.00044,5.96919,0.015845,0.0,3.0,3.0,1.5,-3.003925,2.117188,5.121113,-0.443369,
B_STR_E_Y_NE1,models/corvette/B_STR_E_Y_NE1.fbx,7400,1308,1,-3.003925,2.117188,5.121113,-0.443369,0.0,3.0,3.0,1.5,-3.000439,2.96875,5.96919,-0.015844,
B_STR_E_Y_NE2,models/corvette/B_STR_E_Y_NE2.fbx,7400,1308,1,-3.00044,2.96875,5.96919,-0.015845,0.0,3.0,3.0,1.5,-2.117187,3.003926,5.121113,0.443369,
B_STR_E_Y_NE3,models/corvette/B_STR_E_Y_NE3.fbx,7400,1308,1,-2.117188,3.003925,5.121113,0.443369,0.0,3.0,2.999999,1.5,-2.96875,3.00044,5.969189,0.015845,
B_STR_E_Y_NW,models/corvette/B_STR_E_Y_NW.fbx,7400,1308,1,-3.000439,2.96875,5.96919,-0.015845,0.0,3.0,3.0,1.5,-3.003925,2.117188,5.121113,-0.443368,
B_STR_E_Y_NW1,models/corvette/B_STR_E_Y_NW1.fbx,7400,1308,1,-3.003925,2.117188,5.121113,-0.443369,0.0,3.0,2.999999,1.5,-2.96875,3.00044,5.969189,0.015845,
B_STR_E_Y_NW2,models/corvette/B_STR_E_Y_NW2.fbx,7400,1308,1,-2.96875,3.00044,5.96919,0.015845,0.0,3.0,3.0,1.5,-2.117187,3.003926,5.121113,0.443369,
B_STR_E_Y_NW3,models/corvette/B_STR_E_Y_NW3.fbx,7400,1308,1,-2.117188,3.003925,5.121113,0.443369,0.0,3.0,3.0,1.5,-3.000439,2.96875,5.96919,-0.015844,
B_STR_E_Y_S,models/corvette/B_STR_E_Y_S.fbx,7400,1444,1,-3.0,3.0,6.0,0.0,-1e-06,3.0,3.000001,1.5,-3.0,3.0,6.0,0.0,
B_STR_E_Y_W,models/corvette/B_STR_E_Y_W.fbx,7400,1444,1,-3.0,3.0,6.0,0.0,-1e-06,3.0,3.0,1.5,-3.0,3.0,6.0,0.0,
B_STR_F_E,models/corvette/B_STR_F_E.fbx,7400,1815,1,-9.109375,2.995739,12.105114,-3.056818,-0.006138,3.0,3.006138,1.496931,-3.035156,3.035156,6.070312,-0.0,
B_STR_F_N,models/corvette/B_STR_F_N.fbx,7400,1815,1,-3.035156,3.035156,6.070312,-0.0,-0.006138,3.0,3.006138,1.496931,-2.995739,9.109375,12.105114,3.056818,
B_STR_F_NE,models/corvette/B_STR_F_NE.fbx,7400,2294,1,-2.902344,3.002853,5.905197,0.050255,-3e-06,2.916015,2.916019,1.458006,-3.003918,8.085938,11.089855,2.54101,
B_STR_F_NE1,models/corvette/B_STR_F_NE1.fbx,7400,2294,1,-3.003918,8.085938,11.089855,2.54101,-3e-06,2.916015,2.916019,1.458006,-3.002853,2.902344,5.905197,-0.050255,
B_STR_F_NE2,models/corvette/B_STR_F_NE2.fbx,7400,2294,1,-3.002853,2.902344,5.905197,-0.050255,-3e-06,2.916015,2.916019,1.458006,-8.085938,3.003918,11.089855,-2.54101,
B_STR_F_NE3,models/corvette/B_STR_F_NE3.fbx,7400,2294,1,-8.085938,3.003918,11.089855,-2.54101,-3e-06,2.916015,2.916019,1.458006,-2.902344,3.002853,5.905197,0.050255,
B_STR_F_NW,models/corvette/B_STR_F_NW.fbx,7400,2294,1,-3.002853,2.902344,5.905197,-0.050255,-3e-06,2.916015,2.916019,1.458006,-3.003918,8.085938,11.089855,2.54101,
B_STR_F_NW1,models/corvette/B_STR_F_NW1.fbx,7400,2294,1,-3.003918,8.085938,11.089855,2.54101,-3e-06,2.916015,2.916019,1.458006,-2.902344,3.002853,5.905197,0.050255,
B_STR_F_NW2,models/corvette/B_STR_F_NW2.fbx,7400,2294,1,-2.902344,3.002853,5.905197,0.050255,-3e-06,2.916015,2.916019,1.458006,-8.085938,3.003918,11.089855,-2.54101,
B_STR_F_NW3,models/corvette/B_STR_F_NW3.fbx,7400,2294,1,-8.085938,3.003918,11.089855,-2.54101,-3e-06,2.916015,2.916019,1.458006,-3.002853,2.902344,5.905197,-0.050255,
B_STR_F_S,models/corvette/B_STR_F_S.fbx,7400,1815,1,-3.035156,3.035156,6.070312,0.0,-0.006138,3.0,3.006138,1.496931,-9.109375,2.995739,12.105114,-3.056818,
B_STR_F_W,models/corvette/B_STR_F_W.fbx,7400,1815,1,-2.995739,9.109375,12.105114,3.056818,-0.006138,3.0,3.006138,1.496931,-3.035156,3.035156,6.070312,-0.0,
B_STR_F_Y_E,models/corvette/B_STR_F_Y_E.fbx,7400,1815,1,-9.109375,2.995739,12.105114,-3.056818,-0.006138,3.0,3.006138,1.496931,-3.035156,3.035156,6.070312,0.0,
B_STR_F_Y_N,models/corvette/B_STR_F_Y_N.fbx,7400,1815,1,-3.035156,3.035156,6.070312,-0.0,-0.006138,3.0,3.006138,1.496931,-2.995739,9.109375,12.105114,3.056818,
B_STR_F_Y_NE,models/corvette/B_STR_F_Y_NE.fbx,7400,2294,1,-2.902344,3.002853,5.905197,0.050255,-3e-06,2.916015,2.916018,1.458006,-3.003918,8.085938,11.089855,2.54101,
B_STR_F_Y_NE1,models/corvette/B_STR_F_Y_NE1.fbx,7400,2294,1,-3.003918,8.085938,11.089855,2.54101,-3e-06,2.916016,2.916019,1.458006,-3.002853,2.902344,5.905198,-0.050255,
B_STR_F_Y_NE2,models/corvette/B_STR_F_Y_NE2.fbx,7400,2294,1,-3.002853,2.902344,5.905197,-0.050255,-4e-06,2.916016,2.916019,1.458006,-8.085938,3.003918,11.089855,-2.54101,
B_STR_F_Y_NE3,models/corvette/B_STR_F_Y_NE3.fbx,7400,2294,1,-8.085938,3.003918,11.089855,-2.54101,-3e-06,2.916015,2.916018,1.458006,-2.902343,3.002853,5.905197,0.050255,
B_STR_F_Y_NW,models/corvette/B_STR_F_Y_NW.fbx,7400,2294,1,-3.002853,2.902344,5.905197,-0.050255,-3e-06,2.916015,2.916018,1.458006,-3.003918,8.085938,11.089855,2.54101,
B_STR_F_Y_NW1,models/corvette/B_STR_F_Y_NW1.fbx,7400,2294,1,-3.003918,8.085938,11.089855,2.54101,-3e-06,2.916015,2.916018,1.458006,-2.902343,3.002853,5.905197,0.050255,
B_STR_F_Y_NW2,models/corvette/B_STR_F_Y_NW2.fbx,7400,2294,1,-2.902344,3.002853,5.905197,0.050255,-4e-06,2.916016,2.916019,1.458006,-8.085938,3.003918,11.089855,-2.54101,
B_STR_F_Y_NW3,models/corvette/B_STR_F_Y_NW3.fbx,7400,2294,1,-8.085938,3.003918,11.089855,-2.54101,-3e-06,2.916016,2.916019,1.458006,-3.002853,2.902344,5.905198,-0.050255,
B_STR_F_Y_S,models/corvette/B_STR_F_Y_S.fbx,7400,1815,1,-3.035156,3.035156,6.070312,0.0,-0.006138,3.0,3.006138,1.496931,-9.109375,2.995739,12.105114,-3.056818,
B_STR_F_Y_W,models/corvette/B_STR_F_Y_W.fbx,7400,1815,1,-2.995739,9.109375,12.105114,3.056818,-0.006138,3.0,3.006138,1.496931,-3.035156,3.035156,6.070312,0.0,
B_STR_G_E,models/corvette/B_STR_G_E.fbx,7400,1333,1,-2.988281,3.0,5.988282,0.005859,-0.0,3.0,3.0,1.5,-3.0,3.0,6.0,0.0,
B_STR_G_N,models/corvette/B_STR_G_N.fbx,7400,1333,1,-3.0,3.0,6.0,0.0,-0.0,3.0,3.0,1.5,-3.0,2.988281,5.988282,-0.005859,
B_STR_G_NE,models/corvette/B_STR_G_NE.fbx,7400,1169,1,0.017578,2.999562,2.981984,1.50857,-0.0,2.980469,2.980469,1.490234,-3.000117,2.40625,5.406367,-0.296933,
B_STR_G_NE1,models/corvette/B_STR_G_NE1.fbx,7400,1169,1,-3.000118,2.40625,5.406367,-0.296934,-0.0,2.980469,2.980469,1.490234,-2.999562,-0.017578,2.981984,-1.50857,
B_STR_G_NE2,models/corvette/B_STR_G_NE2.fbx,7400,1169,1,-2.999562,-0.017578,2.981984,-1.50857,-0.0,2.980469,2.980469,1.490234,-2.40625,3.000117,5.406367,0.296934,
B_STR_G_NE3,models/corvette/B_STR_G_NE3.fbx,7400,1169,1,-2.40625,3.000117,5.406367,0.296933,-0.0,2.980469,2.980469,1.490234,0.017578,2.999562,2.981984,1.50857,
B_STR_G_NW,models/corvette/B_STR_G_NW.fbx,7400,1169,1,-2.999562,-0.017578,2.981984,-1.50857,-0.0,2.980469,2.980469,1.490234,-3.000117,2.40625,5.406367,-0.296934,
B_STR_G_NW1,models/corvette/B_STR_G_NW1.fbx,7400,1169,1,-3.000117,2.40625,5.406367,-0.296933,-0.0,2.980469,2.980469,1.490234,0.017578,2.999562,2.981984,1.50857,
B_STR_G_NW2,models/corvette/B_STR_G_NW2.fbx,7400,1169,1,0.017578,2.999562,2.981984,1.50857,-0.0,2.980469,2.980469,1.490234,-2.40625,3.000117,5.406367,0.296934,
B_STR_G_NW3,models/corvette/B_STR_G_NW3.fbx,7400,1169,1,-2.40625,3.000118,5.406367,0.296934,-0.0,2.980469,2.980469,1.490234,-2.999562,-0.017578,2.981984,-1.50857,
B_STR_G_S,models/corvette/B_STR_G_S.fbx,7400,1333,1,-3.0,3.0,6.0,0.0,-0.0,3.0,3.0,1.5,-2.988281,3.0,5.988281,0.005859,
B_STR_G_W,models/corvette/B_STR_G_W.fbx,7400,1333,1,-3.0,2.988281,5.988282,-0.005859,-0.0,3.0,3.0,1.5,-3.0,3.0,6.0,0.0,
B_STR_G_Y_E,models/corvette/B_STR_G_Y_E.fbx,7400,1333,1,-2.988281,3.0,5.988282,0.005859,-1e-06,3.0,3.0,1.5,-3.0,3.0,6.0,0.0,
B_STR_G_Y_N,models/corvette/B_STR_G_Y_N.fbx,7400,1333,1,-3.0,3.0,6.0,0.0,-0.0,3.0,3.0,1.5,-3.0,2.988282,5.988282,-0.005859,
B_STR_G_Y_NE,models/corvette/B_STR_G_Y_NE.fbx,7400,1169,1,0.017578,2.999562,2.981984,1.50857,-0.0,2.980469,2.980469,1.490234,-3.000117,2.40625,5.406367,-0.296933,
B_STR_G_Y_NE1,models/corvette/B_STR_G_Y_NE1.fbx,7400,1169,1,-3.000118,2.40625,5.406367,-0.296934,-0.0,2.980469,2.980469,1.490234,-2.999562,-0.017578,2.981984,-1.50857,
B_STR_G_Y_NE2,models/corvette/B_STR_G_Y_NE2.fbx,7400,1169,1,-2.999562,-0.017578,2.981984,-1.50857,-1e-06,2.980469,2.980469,1.490234,-2.40625,3.000118,5.406368,0.296934,
B_STR_G_Y_NE3,models/corvette/B_STR_G_Y_NE3.fbx,7400,1169,1,-2.40625,3.000117,5.406367,0.296933,-0.0,2.980469,2.980469,1.490234,0.017578,2.999562,2.981984,1.50857,
B_STR_G_Y_NW,models/corvette/B_STR_G_Y_NW.fbx,7400,1169,1,-2.999562,-0.017578,2.981984,-1.50857,-0.0,2.980469,2.980469,1.490234,-3.000117,2.40625,5.406367,-0.296934,
B_STR_G_Y_NW1,models/corvette/B_STR_G_Y_NW1.fbx,7400,1169,1,-3.000117,2.40625,5.406367,-0.296933,-0.0,2.980469,2.980469,1.490234,0.017578,2.999562,2.981984,1.50857,
B_STR_G_Y_NW2,models/corvette/B_STR_G_Y_NW2.fbx,7400,1169,1,0.017578,2.999562,2.981984,1.50857,-1e-06,2.980469,2.980469,1.490234,-2.40625,3.000118,5.406368,0.296934,
B_STR_G_Y_NW3,models/corvette/B_STR_G_Y_NW3.fbx,7400,1169,1,-2.40625,3.000118,5.406367,0.296934,-0.0,2.980469,2.980469,1.490234,-2.999562,-0.017578,2.981984,-1.50857,
B_STR_G_Y_S,models/corvette/B_STR_G_Y_S.fbx,7400,1333,1,-3.0,3.0,6.0,0.0,-1e-06,3.0,3.000001,1.5,-2.988281,3.0,5.988281,0.00586,
B_STR_G_Y_W,models/corvette/B_STR_G_Y_W.fbx,7400,1333,1,-3.0,2.988281,5.988282,-0.005859,-1e-06,3.0,3.0,1.5,-3.0,3.0,6.0,0.0,
B_STR_H_E,models/corvette/B_STR_H_E.fbx,7400,2218,1,-8.40625,3.000107,11.406357,-2.703071,-0.049195,3.021484,3.070679,1.486145,-3.027344,3.027344,6.054688,-0.0,
B_STR_H_N,models/corvette/B_STR_H_N.fbx,7400,2218,1,-3.027344,3.027344,6.054688,0.0,-0.049195,3.021484,3.070679,1.486145,-3.000107,8.40625,11.406357,2.703071,
B_STR_H_NE,models/corvette/B_STR_H_NE.fbx,7400,1129,1,0.019531,3.009262,2.989731,1.514397,-0.008667,2.980469,2.989136,1.485901,-2.999992,7.703125,10.703117,2.351566,
B_STR_H_NE1,models/corvette/B_STR_H_NE1.fbx,7400,1129,1,-2.999993,7.703125,10.703118,2.351566,-0.008667,2.980469,2.989136,1.485901,-3.009262,-0.019531,2.989731,-1.514397,
B_STR_H_NE2,models/corvette/B_STR_H_NE2.fbx,7400,1129,1,-3.009262,-0.019531,2.989731,-1.514397,-0.008667,2.980469,2.989136,1.485901,-7.703125,2.999993,10.703118,-2.351566,
B_STR_H_NE3,models/corvette/B_STR_H_NE3.fbx,7400,1129,1,-7.703125,2.999992,10.703117,-2.351566,-0.008667,2.980469,2.989136,1.485901,0.019531,3.009262,2.989731,1.514397,
B_STR_H_NW,models/corvette/B_STR_H_NW.fbx,7400,1129,1,-3.009262,-0.019531,2.989731,-1.514396,-0.008667,2.980469,2.989136,1.485901,-2.999993,7.703125,10.703118,2.351566,
B_STR_H_NW1,models/corvette/B_STR_H_NW1.fbx,7400,1129,1,-2.999992,7.703125,10.703117,2.351566,-0.008667,2.980469,2.989136,1.485901,0.019531,3.009262,2.989731,1.514397,
B_STR_H_NW2,models/corvette/B_STR_H_NW2.fbx,7400,1129,1,0.019531,3.009262,2.989731,1.514397,-0.008667,2.980469,2.989136,1.485901,-7.703125,2.999993,10.703118,-2.351566,
B_STR_H_NW3,models/corvette/B_STR_H_NW3.fbx,7400,1129,1,-7.703125,2.999993,10.703118,-2.351566,-0.008667,2.980469,2.989136,1.485901,-3.009262,-0.019531,2.989731,-1.514397,
B_STR_H_S,models/corvette/B_STR_H_S.fbx,7400,2218,1,-3.027344,3.027344,6.054688,0.0,-0.049195,3.021484,3.070679,1.486145,-8.40625,3.000107,11.406357,-2.703071,
B_STR_H_W,models/corvette/B_STR_H_W.fbx,7400,2218,1,-3.000107,8.40625,11.406357,2.703071,-0.049195,3.021484,3.070679,1.486145,-3.027344,3.027344,6.054688,-0.0,
B_STR_H_Y_E,models/corvette/B_STR_H_Y_E.fbx,7400,2218,1,-8.40625,3.000107,11.406357,-2.703071,-0.049195,3.021484,3.070679,1.486145,-3.027344,3.027344,6.054688,-0.0,
B_STR_H_Y_N,models/corvette/B_STR_H_Y_N.fbx,7400,2218,1,-3.027344,3.027344,6.054688,0.0,-0.049194,3.021483,3.070678,1.486145,-3.000107,8.40625,11.406357,2.703071,
B_STR_H_Y_NE,models/corvette/B_STR_H_Y_NE.fbx,7400,1129,1,0.019531,3.009262,2.989731,1.514397,-0.008667,2.980469,2.989136,1.485901,-2.999992,7.703125,10.703117,2.351566,
B_STR_H_Y_NE1,models/corvette/B_STR_H_Y_NE1.fbx,7400,1129,1,-2.999993,7.703125,10.703118,2.351566,-0.008667,2.980468,2.989136,1.485901,-3.009262,-0.019531,2.989731,-1.514396,
B_STR_H_Y_NE2,models/corvette/B_STR_H_Y_NE2.fbx,7400,1129,1,-3.009262,-0.019531,2.989731,-1.514397,-0.008667,2.980469,2.989136,1.485901,-7.703125,2.999993,10.703118,-2.351566,
B_STR_H_Y_NE3,models/corvette/B_STR_H_Y_NE3.fbx,7400,1129,1,-7.703125,2.999992,10.703117,-2.351566,-0.008667,2.980469,2.989136,1.485901,0.019531,3.009262,2.989731,1.514397,
B_STR_H_Y_NW,models/corvette/B_STR_H_Y_NW.fbx,7400,1129,1,-3.009262,-0.019531,2.989731,-1.514396,-0.008667,2.980469,2.989136,1.485901,-2.999993,7.703125,10.703118,2.351566,
B_STR_H_Y_NW1,models/corvette/B_STR_H_Y_NW1.fbx,7400,1129,1,-2.999992,7.703125,10.703117,2.351566,-0.008667,2.980469,2.989136,1.485901,0.019531,3.009262,2.989731,1.514397,
B_STR_H_Y_NW2,models/corvette/B_STR_H_Y_NW2.fbx,7400,1129,1,0.019531,3.009262,2.989731,1.514397,-0.008667,2.980469,2.989136,1.485901,-7.703125,2.999993,10.703118,-2.351566,
B_STR_H_Y_NW3,models/corvette/B_STR_H_Y_NW3.fbx,7400,1129,1,-7.703125,2.999993,10.703118,-2.351566,-0.008667,2.980468,2.989136,1.485901,-3.009262,-0.019531,2.989731,-1.514396,
B_STR_H_Y_S,models/corvette/B_STR_H_Y_S.fbx,7400,2218,1,-3.027344,3.027344,6.054688,0.0,-0.049195,3.021485,3.07068,1.486145,-8.40625,3.000107,11.406357,-2.703071,
B_STR_H_Y_W,models/corvette/B_STR_H_Y_W.fbx,7400,2218,1,-3.000107,8.40625,11.406357,2.703071,-0.049195,3.021484,3.070679,1.486145,-3.027344,3.027344,6.054688,-0.0,
B_STR_I_E,models/corvette/B_STR_I_E.fbx,7400,1000,1,0.007812,3.0,2.992188,1.503906,-0.0,2.992187,2.992188,1.496094,-2.998047,2.998047,5.996094,0.0,
B_STR_I_N,models/corvette/B_STR_I_N.fbx,7400,1000,1,-2.998047,2.998047,5.996094,0.0,-0.0,2.992187,2.992188,1.496094,-3.0,-0.007812,2.992188,-1.503906,
B_STR_I_NE,models/corvette/B_STR_I_NE.fbx,7400,1603,1,-2.808593,3.000098,5.808691,0.095752,-0.0,2.490234,2.490234,1.245117,-3.000105,2.808594,5.808699,-0.095755,
B_STR_I_NE1,models/corvette/B_STR_I_NE1.fbx,7400,1603,1,-3.000105,2.808594,5.808699,-0.095756,-0.0,2.490234,2.490234,1.245117,-3.000098,2.808594,5.808692,-0.095752,
B_STR_I_NE2,models/corvette/B_STR_I_NE2.fbx,7400,1603,1,-3.000098,2.808594,5.808692,-0.095752,-0.0,2.490234,2.490234,1.245117,-2.808594,3.000105,5.808699,0.095756,
B_STR_I_NE3,models/corvette/B_STR_I_NE3.fbx,7400,1603,1,-2.808594,3.000105,5.808699,0.095756,-0.0,2.490234,2.490234,1.245117,-2.808594,3.000098,5.808692,0.095752,
B_STR_I_NW,models/corvette/B_STR_I_NW.fbx,7400,1603,1,-3.000098,2.808594,5.808692,-0.095752,-0.0,2.490234,2.490234,1.245117,-3.000105,2.808594,5.808698,-0.095756,
B_STR_I_NW1,models/corvette/B_STR_I_NW1.fbx,7400,1603,1,-3.000105,2.808594,5.808699,-0.095756,-0.0,2.490234,2.490234,1.245117,-2.808594,3.000098,5.808692,0.095752,
B_STR_I_NW2,models/corvette/B_STR_I_NW2.fbx,7400,1603,1,-2.808594,3.000098,5.808692,0.095752,-0.0,2.490234,2.490234,1.245117,-2.808594,3.000105,5.808699,0.095756,
B_STR_I_NW3,models/corvette/B_STR_I_NW3.fbx,7400,1603,1,-2.808594,3.000105,5.808699,0.095756,-0.0,2.490234,2.490234,1.245117,-3.000098,2.808594,5.808692,-0.095752,
B_STR_I_S,models/corvette/B_STR_I_S.fbx,7400,1000,1,-2.998047,2.998047,5.996094,0.0,-0.0,2.992187,2.992188,1.496094,0.007812,3.0,2.992188,1.503906,
B_STR_I_W,models/corvette/B_STR_I_W.fbx,7400,1000,1,-3.0,-0.007812,2.992188,-1.503906,-0.0,2.992187,2.992188,1.496094,-2.998047,2.998047,5.996094,0.0,
B_STR_I_Y_E,models/corvette/B_STR_I_Y_E.fbx,7400,1000,1,0.007812,3.0,2.992188,1.503906,-1e-06,2.992188,2.992188,1.496093,-2.998047,2.998047,5.996094,0.0,
B_STR_I_Y_N,models/corvette/B_STR_I_Y_N.fbx,7400,1000,1,-2.998047,2.998047,5.996094,0.0,-0.0,2.992187,2.992188,1.496094,-3.0,-0.007812,2.992188,-1.503906,
B_STR_I_Y_NE,models/corvette/B_STR_I_Y_NE.fbx,7400,1603,1,-2.808593,3.000098,5.808691,0.095752,-0.0,2.490234,2.490235,1.245117,-3.000105,2.808594,5.808699,-0.095755,
B_STR_I_Y_NE1,models/corvette/B_STR_I_Y_NE1.fbx,7400,1603,1,-3.000105,2.808594,5.808699,-0.095756,-0.0,2.490234,2.490235,1.245117,-3.000098,2.808594,5.808692,-0.095752,
