ActiveLibraryIndex,ExtractionPartIndex,ObjectID,NiceName,Category,SubCategory,ModelName,VariantOfClean,SnapGroups,LikelyRole,FBXPath,PartClassGuess,ExpectedExtentX,ExpectedExtentY,ExpectedExtentZ,MeasuredLocalSize,MeasuredWorldSize_DEFAULT,DimensionsProperty_DEFAULT,LocalBBoxCenter,LocalOriginOffsetFromBBoxCenter,LocalBottomOffsetZ,LocalTopOffsetZ,WorldBottomOffsetFromOriginZ_DEFAULT,WorldTopOffsetFromOriginZ_DEFAULT,SortedExtentDeltaMax_DEFAULT,ExtentMatch0p10_DEFAULT,SpawnSuccessAllVariants,VariantCount,DefaultRotationDegrees,RX90WorldSize,RY90WorldSize,RZ90WorldSize,Scale050WorldSize,Scale150WorldSize,Scale200WorldSize,ValidationStatus,ValidationFlags,MechanicsUseRecommendation,DecorativeProxyCaution,UserConfirmedNote,SourceExtractionRun,SourceDocsRev,ExtractionConfidence
897,897.0,B_WALLT_WIN1,IRREGULAR SALVAGED WINDOW (TOP),Builder Structures,"Walls, Doors and Windows",B_WALLT_WIN1,^B_WALL_WIN1,WALL_;_WALL;WALL_;_WALL_T;WALL_;_WALL_B;WALL_;_WALL_H;WALL_;_WALL_H_T;WALL_;_FLOOR;WALL_;_FLOOR_Q_A;WALL_;_FLOOR_Q_B,window/jali/niche,models/builder_structures/B_WALLT_WIN1.fbx,STRUCTURAL_OR_ARCHITECTURAL,5.429688,6.418087,2.626465,"[5.429688, 6.418087, 2.626465]","[5.429688, 2.626488, 6.418096]","[5.429688, 6.418087, 2.626465]","[0.0, 3.205019, -0.85083]","[0.0, -3.205019, 0.85083]",-2.164062,0.462402,-0.004026,6.41407,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.429688, 2.626465, 6.418087]","[2.626465, 6.418087, 5.429688]","[6.418087, 5.429688, 2.626465]","[2.714844, 1.313244, 3.209048]","[8.144531, 3.939732, 9.627144]","[10.859375, 5.252975, 12.836193]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
898,898.0,B_WALLT_WIN2,TWIN SALVAGED WINDOWS (TOP),Builder Structures,"Walls, Doors and Windows",B_WALLT_WIN2,^B_WALL_WIN2,WALL_;_WALL;WALL_;_WALL_T;WALL_;_WALL_B;WALL_;_WALL_H;WALL_;_WALL_H_T;WALL_;_FLOOR;WALL_;_FLOOR_Q_A;WALL_;_FLOOR_Q_B,window/jali/niche,models/builder_structures/B_WALLT_WIN2.fbx,STRUCTURAL_OR_ARCHITECTURAL,5.830078,5.976681,2.235352,"[5.830078, 5.976681, 2.235352]","[5.830078, 2.235373, 5.976689]","[5.830078, 5.976681, 2.235352]","[-0.200195, 2.984316, -0.831543]","[0.200195, -2.984316, 0.831543]",-1.949219,0.286133,-0.004026,5.972663,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.830078, 2.235352, 5.976681]","[2.235352, 5.976681, 5.830078]","[5.976681, 5.830079, 2.235352]","[2.915039, 1.117687, 2.988344]","[8.745117, 3.35306, 8.965033]","[11.660156, 4.470747, 11.953378]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
899,899.0,B_WALLT_WIN3,HORIZONTAL SALVAGED WINDOW (TOP),Builder Structures,"Walls, Doors and Windows",B_WALLT_WIN3,^B_WALL_WIN3,WALL_;_WALL;WALL_;_WALL_T;WALL_;_WALL_B;WALL_;_WALL_H;WALL_;_WALL_H_T;WALL_;_FLOOR;WALL_;_FLOOR_Q_A;WALL_;_FLOOR_Q_B,window/jali/niche,models/builder_structures/B_WALLT_WIN3.fbx,STRUCTURAL_OR_ARCHITECTURAL,5.429688,3.377071,1.119629,"[5.429688, 3.377071, 1.119629]","[5.429688, 1.119641, 3.377076]","[5.429688, 3.377071, 1.119629]","[0.0, 1.684511, -0.273682]","[0.0, -1.684511, 0.273682]",-0.833496,0.286133,-0.004026,3.37305,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.429688, 1.119629, 3.377071]","[1.119629, 3.377071, 5.429688]","[3.377071, 5.429688, 1.119629]","[2.714844, 0.55982, 1.688538]","[8.144531, 1.679462, 5.065613]","[10.859375, 2.239283, 6.754151]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
900,900.0,B_WALL_BUNK0,CREW BERTH,Corvette,Utility Modules,B_WALL_BUNK0,,,prop/detail or unclassified,models/corvette/B_WALL_BUNK0.fbx,STRUCTURAL_OR_ARCHITECTURAL,3.000976,2.798462,0.578433,"[3.000976, 2.798462, 0.578433]","[3.000976, 0.578443, 2.798464]","[3.000977, 2.798462, 0.578433]","[0.000488, 1.498735, 0.193514]","[-0.000488, -1.498735, -0.193514]",-0.095703,0.48273,0.099503,2.897967,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[3.000976, 0.578434, 2.798462]","[0.578433, 2.798462, 3.000976]","[2.798462, 3.000977, 0.578433]","[1.500488, 0.289223, 1.399232]","[4.501465, 0.867666, 4.197696]","[6.001953, 1.156887, 5.596928]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
901,901.0,B_WALL_CARG0,CARGO RACK 0,Corvette,Storage,B_WALL_CARG0,,,prop/detail or unclassified,models/corvette/B_WALL_CARG0.fbx,STRUCTURAL_OR_ARCHITECTURAL,6.027344,2.871216,2.135559,"[6.027344, 2.871216, 2.135559]","[6.027344, 2.135569, 2.871224]","[6.027344, 2.871216, 2.135559]","[0.0, 1.533142, 1.158783]","[0.0, -1.533142, -1.158783]",0.091003,2.226562,0.097526,2.96875,,False,True,10,"[90.000207, 0.0, 0.0]","[6.027344, 2.135559, 2.871216]","[2.135559, 2.871216, 6.027344]","[2.871216, 6.027344, 2.135559]","[3.013672, 1.067785, 1.435612]","[9.041016, 3.203354, 4.306835]","[12.054688, 4.271139, 5.742447]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
902,902.0,B_WALL_CARG1,CARGO RACK 1,Corvette,Storage,B_WALL_CARG1,,,prop/detail or unclassified,models/corvette/B_WALL_CARG1.fbx,STRUCTURAL_OR_ARCHITECTURAL,6.015625,2.871216,2.186646,"[6.015625, 2.871216, 2.186646]","[6.015625, 2.186656, 2.871224]","[6.015625, 2.871216, 2.186646]","[0.005859, 1.533142, 1.148865]","[-0.005859, -1.533142, -1.148865]",0.055542,2.242188,0.097526,2.96875,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.015625, 2.186646, 2.871216]","[2.186646, 2.871216, 6.015625]","[2.871216, 6.015625, 2.186646]","[3.007812, 1.093328, 1.435612]","[9.023438, 3.279984, 4.306835]","[12.03125, 4.373312, 5.742447]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
903,903.0,B_WALL_CARG2,CARGO RACK 2,Corvette,Storage,B_WALL_CARG2,,,prop/detail or unclassified,models/corvette/B_WALL_CARG2.fbx,STRUCTURAL_OR_ARCHITECTURAL,6.015625,2.871216,2.186646,"[6.015625, 2.871216, 2.186646]","[6.015625, 2.186656, 2.871224]","[6.015625, 2.871216, 2.186646]","[0.005859, 1.533142, 1.148865]","[-0.005859, -1.533142, -1.148865]",0.055542,2.242188,0.097526,2.96875,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.015625, 2.186646, 2.871216]","[2.186646, 2.871216, 6.015625]","[2.871216, 6.015625, 2.186646]","[3.007812, 1.093328, 1.435612]","[9.023438, 3.279984, 4.306835]","[12.03125, 4.373312, 5.742447]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
904,904.0,B_WALL_CARG3,CARGO RACK 3,Corvette,Storage,B_WALL_CARG3,,,prop/detail or unclassified,models/corvette/B_WALL_CARG3.fbx,STRUCTURAL_OR_ARCHITECTURAL,6.015625,2.871216,2.186646,"[6.015625, 2.871216, 2.186646]","[6.015625, 2.186656, 2.871224]","[6.015625, 2.871216, 2.186646]","[0.005859, 1.533142, 1.148865]","[-0.005859, -1.533142, -1.148865]",0.055542,2.242188,0.097526,2.96875,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.015625, 2.186646, 2.871216]","[2.186646, 2.871216, 6.015625]","[2.871216, 6.015625, 2.186646]","[3.007812, 1.093328, 1.435612]","[9.023438, 3.279984, 4.306835]","[12.03125, 4.373312, 5.742447]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
905,905.0,B_WALL_CARG4,CARGO RACK 4,Corvette,Storage,B_WALL_CARG4,,,prop/detail or unclassified,models/corvette/B_WALL_CARG4.fbx,STRUCTURAL_OR_ARCHITECTURAL,6.015625,2.871216,2.186646,"[6.015625, 2.871216, 2.186646]","[6.015625, 2.186656, 2.871224]","[6.015625, 2.871216, 2.186646]","[0.005859, 1.533142, 1.148865]","[-0.005859, -1.533142, -1.148865]",0.055542,2.242188,0.097526,2.96875,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.015625, 2.186646, 2.871216]","[2.186646, 2.871216, 6.015625]","[2.871216, 6.015625, 2.186646]","[3.007812, 1.093328, 1.435612]","[9.023438, 3.279984, 4.306835]","[12.03125, 4.373312, 5.742447]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
906,906.0,B_WALL_CARG5,CARGO RACK 5,Corvette,Storage,B_WALL_CARG5,,,prop/detail or unclassified,models/corvette/B_WALL_CARG5.fbx,STRUCTURAL_OR_ARCHITECTURAL,6.015625,2.871216,2.186646,"[6.015625, 2.871216, 2.186646]","[6.015625, 2.186656, 2.871224]","[6.015625, 2.871216, 2.186646]","[0.005859, 1.533142, 1.148865]","[-0.005859, -1.533142, -1.148865]",0.055542,2.242188,0.097526,2.96875,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.015625, 2.186646, 2.871216]","[2.186646, 2.871216, 6.015625]","[2.871216, 6.015625, 2.186646]","[3.007812, 1.093328, 1.435612]","[9.023438, 3.279984, 4.306835]","[12.03125, 4.373312, 5.742447]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
907,907.0,B_WALL_CARG6,CARGO RACK 6,Corvette,Storage,B_WALL_CARG6,,,prop/detail or unclassified,models/corvette/B_WALL_CARG6.fbx,STRUCTURAL_OR_ARCHITECTURAL,6.015625,2.871216,2.186646,"[6.015625, 2.871216, 2.186646]","[6.015625, 2.186656, 2.871224]","[6.015625, 2.871216, 2.186646]","[0.005859, 1.533142, 1.148865]","[-0.005859, -1.533142, -1.148865]",0.055542,2.242188,0.097526,2.96875,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.015625, 2.186646, 2.871216]","[2.186646, 2.871216, 6.015625]","[2.871216, 6.015625, 2.186646]","[3.007812, 1.093328, 1.435612]","[9.023438, 3.279984, 4.306835]","[12.03125, 4.373312, 5.742447]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
908,908.0,B_WALL_CARG7,CARGO RACK 7,Corvette,Storage,B_WALL_CARG7,,,prop/detail or unclassified,models/corvette/B_WALL_CARG7.fbx,STRUCTURAL_OR_ARCHITECTURAL,6.015625,2.871216,2.186646,"[6.015625, 2.871216, 2.186646]","[6.015625, 2.186656, 2.871224]","[6.015625, 2.871216, 2.186646]","[0.005859, 1.533142, 1.148865]","[-0.005859, -1.533142, -1.148865]",0.055542,2.242188,0.097526,2.96875,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.015625, 2.186646, 2.871216]","[2.186646, 2.871216, 6.015625]","[2.871216, 6.015625, 2.186646]","[3.007812, 1.093328, 1.435612]","[9.023438, 3.279984, 4.306835]","[12.03125, 4.373312, 5.742447]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
909,909.0,B_WALL_CARG8,CARGO RACK 8,Corvette,Storage,B_WALL_CARG8,,,prop/detail or unclassified,models/corvette/B_WALL_CARG8.fbx,STRUCTURAL_OR_ARCHITECTURAL,6.015625,2.871216,2.186646,"[6.015625, 2.871216, 2.186646]","[6.015625, 2.186656, 2.871224]","[6.015625, 2.871216, 2.186646]","[0.005859, 1.533142, 1.148865]","[-0.005859, -1.533142, -1.148865]",0.055542,2.242188,0.097526,2.96875,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.015625, 2.186646, 2.871216]","[2.186646, 2.871216, 6.015625]","[2.871216, 6.015625, 2.186646]","[3.007812, 1.093328, 1.435612]","[9.023438, 3.279984, 4.306835]","[12.03125, 4.373312, 5.742447]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
910,910.0,B_WALL_CARG9,CARGO RACK 9,Corvette,Storage,B_WALL_CARG9,,,prop/detail or unclassified,models/corvette/B_WALL_CARG9.fbx,STRUCTURAL_OR_ARCHITECTURAL,6.015625,2.871216,2.186646,"[6.015625, 2.871216, 2.186646]","[6.015625, 2.186656, 2.871224]","[6.015625, 2.871216, 2.186646]","[0.005859, 1.533142, 1.148865]","[-0.005859, -1.533142, -1.148865]",0.055542,2.242188,0.097526,2.96875,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.015625, 2.186646, 2.871216]","[2.186646, 2.871216, 6.015625]","[2.871216, 6.015625, 2.186646]","[3.007812, 1.093328, 1.435612]","[9.023438, 3.279984, 4.306835]","[12.03125, 4.373312, 5.742447]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
911,911.0,B_WALL_H,THIN SALVAGED WALL,Builder Structures,"Walls, Doors and Windows",B_WALL_H,,WALL_H_;_WALL_H;WALL_H_;_WALL_H_T;WALL_H_;_WALL_H_B;WALL_H_;_FLOOR,prop/detail or unclassified,models/builder_structures/B_WALL_H.fbx,STRUCTURAL_OR_ARCHITECTURAL,3.038086,3.377071,0.566895,"[3.038086, 3.377071, 0.566895]","[3.038086, 0.566907, 3.377073]","[3.038086, 3.377071, 0.566895]","[0.000488, 1.684511, 0.0]","[-0.000488, -1.684511, 0.0]",-0.283447,0.283447,-0.004026,3.373048,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[3.038086, 0.566895, 3.377071]","[0.566895, 3.377071, 3.038086]","[3.377071, 3.038086, 0.566895]","[1.519043, 0.283453, 1.688537]","[4.557129, 0.850361, 5.06561]","[6.076172, 1.133814, 6.754147]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
912,912.0,B_WALL_KITC0,NUTRITION UNIT,Corvette,Utility Modules,B_WALL_KITC0,,,prop/detail or unclassified,models/corvette/B_WALL_KITC0.fbx,STRUCTURAL_OR_ARCHITECTURAL,3.000976,2.798462,0.578433,"[3.000976, 2.798462, 0.578433]","[3.000976, 0.578443, 2.798464]","[3.000977, 2.798462, 0.578433]","[0.000488, 1.498735, 0.193514]","[-0.000488, -1.498735, -0.193514]",-0.095703,0.48273,0.099503,2.897967,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[3.000976, 0.578434, 2.798462]","[0.578433, 2.798462, 3.000976]","[2.798462, 3.000977, 0.578433]","[1.500488, 0.289223, 1.399232]","[4.501465, 0.867666, 4.197696]","[6.001953, 1.156887, 5.596928]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
913,913.0,B_WALL_MED0,MEDI-POD,Corvette,Utility Modules,B_WALL_MED0,,,prop/detail or unclassified,models/corvette/B_WALL_MED0.fbx,STRUCTURAL_OR_ARCHITECTURAL,3.000976,2.798462,0.578433,"[3.000976, 2.798462, 0.578433]","[3.000976, 0.578443, 2.798464]","[3.000977, 2.798462, 0.578433]","[0.000488, 1.498735, 0.193514]","[-0.000488, -1.498735, -0.193514]",-0.095703,0.48273,0.099503,2.897967,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[3.000976, 0.578434, 2.798462]","[0.578433, 2.798462, 3.000976]","[2.798462, 3.000977, 0.578433]","[1.500488, 0.289223, 1.399232]","[4.501465, 0.867666, 4.197696]","[6.001953, 1.156887, 5.596928]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
914,914.0,B_WALL_PLAN0,LIVING WALL,Corvette,Utility Modules,B_WALL_PLAN0,,,prop/detail or unclassified,models/corvette/B_WALL_PLAN0.fbx,STRUCTURAL_OR_ARCHITECTURAL,3.009766,2.806946,0.72052,"[3.009766, 2.806946, 0.72052]","[3.009766, 0.72053, 2.806948]","[3.009766, 2.806946, 0.72052]","[0.007812, 1.502777, 0.472748]","[-0.007812, -1.502777, -0.472748]",0.112488,0.833008,0.099301,2.90625,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[3.009766, 0.72052, 2.806946]","[0.72052, 2.806946, 3.009766]","[2.806946, 3.009766, 0.72052]","[1.504883, 0.360266, 1.403474]","[4.514648, 1.080795, 4.210423]","[6.019531, 1.441061, 5.613897]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
915,915.0,B_WALL_Q,SMALL SALVAGED WALL A,Builder Structures,"Walls, Doors and Windows",B_WALL_Q,,WALL_Q_;_WALL_Q;WALL_Q_;_WALL_Q_B;WALL_Q_;_WALL_Q_T;WALL_Q_;_WALL_B;WALL_Q_;_WALL_T,short wall/cornice/trim,models/builder_structures/B_WALL_Q.fbx,STRUCTURAL_OR_ARCHITECTURAL,5.425781,0.917114,0.758789,"[5.425781, 0.917114, 0.758789]","[5.425781, 0.758792, 0.917117]","[5.425781, 0.917114, 0.758789]","[0.013672, 0.47699, 0.014648]","[-0.013672, -0.47699, -0.014648]",-0.364746,0.394043,0.018431,0.935548,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.425781, 0.758789, 0.917114]","[0.758789, 0.917114, 5.425781]","[0.917114, 5.425781, 0.758789]","[2.712891, 0.379396, 0.458558]","[8.138672, 1.138189, 1.375676]","[10.851562, 1.517586, 1.834234]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
916,916.0,B_WALL_Q1,SMALL SALVAGED WALL B,Builder Structures,"Walls, Doors and Windows",B_WALL_Q1,,WALL_Q_;_WALL_Q;WALL_Q_;_WALL_Q_B;WALL_Q_;_WALL_Q_T;WALL_Q_;_WALL_B;WALL_Q_;_WALL_T,short wall/cornice/trim,models/builder_structures/B_WALL_Q1.fbx,STRUCTURAL_OR_ARCHITECTURAL,5.458984,0.919235,1.238281,"[5.458984, 0.919235, 1.238281]","[5.458984, 1.238285, 0.91924]","[5.458984, 0.919235, 1.238281]","[-0.02832, 0.457375, -0.005859]","[0.02832, -0.457375, 0.005859]",-0.625,0.613281,-0.002245,0.916994,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.458984, 1.238281, 0.919235]","[1.238281, 0.919235, 5.458984]","[0.919235, 5.458984, 1.238281]","[2.729492, 0.619143, 0.45962]","[8.188477, 1.857428, 1.37886]","[10.917969, 2.476568, 1.838479]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
917,917.0,B_WALL_Q_H,SHORT SALVAGED WALL A,Builder Structures,"Walls, Doors and Windows",B_WALL_Q_H,,WALL_Q_H_;_WALL_Q_H;WALL_Q_;_WALL_Q_T;WALL_Q_;_WALL_Q_B;WALL_H_;_WALL_H_T;WALL_Q_H_;_WALL_Q_H_B,short wall/cornice/trim,models/builder_structures/B_WALL_Q_H.fbx,STRUCTURAL_OR_ARCHITECTURAL,2.808594,0.9208,0.665039,"[2.808594, 0.9208, 0.665039]","[2.808594, 0.665042, 0.920802]","[2.808594, 0.9208, 0.665039]","[-0.044922, 0.471241, 0.002686]","[0.044922, -0.471241, -0.002686]",-0.329834,0.335205,0.01084,0.931642,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.808594, 0.665039, 0.9208]","[0.665039, 0.9208, 2.808594]","[0.9208, 2.808594, 0.665039]","[1.404297, 0.332521, 0.460401]","[4.212891, 0.997564, 1.381203]","[5.617188, 1.330086, 1.841604]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
918,918.0,B_WALL_Q_H1,SHORT SALVAGED WALL B,Builder Structures,"Walls, Doors and Windows",B_WALL_Q_H1,,WALL_Q_H_;_WALL_Q_H;WALL_Q_;_WALL_Q_T;WALL_Q_;_WALL_Q_B;WALL_H_;_WALL_H_T;WALL_Q_H_;_WALL_Q_H_B,short wall/cornice/trim,models/builder_structures/B_WALL_Q_H1.fbx,STRUCTURAL_OR_ARCHITECTURAL,2.662015,0.847486,0.488892,"[2.662015, 0.847486, 0.488892]","[2.662015, 0.488895, 0.847488]","[2.662015, 0.847486, 0.488892]","[-0.007765, 0.434584, -0.000305]","[0.007765, -0.434584, 0.000305]",-0.244751,0.244141,0.01084,0.858328,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.662015, 0.488892, 0.847486]","[0.488892, 0.847486, 2.662015]","[0.847486, 2.662015, 0.488892]","[1.331007, 0.244448, 0.423744]","[3.993022, 0.733341, 1.271232]","[5.32403, 0.977789, 1.694976]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
919,919.0,B_WALL_SUPPORTS,B_WALL_SUPPORTS,Builder Structures,"Walls, Doors and Windows",B_WALL_SUPPORTS,,,support/pilaster,models/builder_structures/B_WALL_SUPPORTS.fbx,STRUCTURAL_OR_ARCHITECTURAL,0.94873,2.199217,0.762253,"[0.94873, 2.199217, 0.762253]","[0.94873, 0.762261, 2.19922]","[0.94873, 2.199217, 0.762253]","[0.012614, 1.09961, -0.175302]","[-0.012614, -1.09961, 0.175302]",-0.556429,0.205824,1e-06,2.199221,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.94873, 0.762253, 2.199217]","[0.762253, 2.199217, 0.94873]","[2.199217, 0.94873, 0.762253]","[0.474365, 0.38113, 1.09961]","[1.423096, 1.143391, 3.29883]","[1.897461, 1.524521, 4.39844]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
920,920.0,B_WALL_TECH0,REFINER UNIT,Corvette,Utility Modules,B_WALL_TECH0,,,prop/detail or unclassified,models/corvette/B_WALL_TECH0.fbx,STRUCTURAL_OR_ARCHITECTURAL,3.000976,2.798462,0.578433,"[3.000976, 2.798462, 0.578433]","[3.000976, 0.578443, 2.798464]","[3.000977, 2.798462, 0.578433]","[0.000488, 1.498735, 0.193514]","[-0.000488, -1.498735, -0.193514]",-0.095703,0.48273,0.099503,2.897967,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[3.000976, 0.578434, 2.798462]","[0.578433, 2.798462, 3.000976]","[2.798462, 3.000977, 0.578433]","[1.500488, 0.289223, 1.399232]","[4.501465, 0.867666, 4.197696]","[6.001953, 1.156887, 5.596928]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
921,921.0,B_WALL_TECH1,MISSION RADAR,Corvette,Utility Modules,B_WALL_TECH1,,,prop/detail or unclassified,models/corvette/B_WALL_TECH1.fbx,STRUCTURAL_OR_ARCHITECTURAL,3.000976,2.798462,0.578433,"[3.000976, 2.798462, 0.578433]","[3.000976, 0.578443, 2.798464]","[3.000977, 2.798462, 0.578433]","[0.000488, 1.498735, 0.193514]","[-0.000488, -1.498735, -0.193514]",-0.095703,0.48273,0.099503,2.897967,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[3.000976, 0.578434, 2.798462]","[0.578433, 2.798462, 3.000976]","[2.798462, 3.000977, 0.578433]","[1.500488, 0.289223, 1.399232]","[4.501465, 0.867666, 4.197696]","[6.001953, 1.156887, 5.596928]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
