ObjectID,NiceName,Category,SubCategory,ModelName,VariantOfClean,SnapGroups,LikelyRole,FBXPath,extent_x,extent_y,extent_z,center_x,center_y,center_z,SpacingRule
B_STR_A_S,ARGONAUT COWLING (S),Corvette,Hull Plating,B_STR_A_S,B_STR_A_N,,prop/detail or unclassified,models/corvette/B_STR_A_S.fbx,5.996094,3.00071,6.137429,0.0,1.499645,-0.068004,"use FBX extents X=5.996, Y=3.001, Z=6.137 * scale"
B_STR_A_W,ARGONAUT COWLING (W),Corvette,Hull Plating,B_STR_A_W,B_STR_A_N,,prop/detail or unclassified,models/corvette/B_STR_A_W.fbx,6.137429,3.00071,5.996094,0.068005,1.499645,0.0,"use FBX extents X=6.137, Y=3.001, Z=5.996 * scale"
B_STR_A_Y_E,ARGONAUT COWLING (Y_E),Corvette,Hull Plating,B_STR_A_Y_E,B_STR_A_N,,prop/detail or unclassified,models/corvette/B_STR_A_Y_E.fbx,6.137429,3.00071,5.996094,-0.068005,1.499645,0.0,"use FBX extents X=6.137, Y=3.001, Z=5.996 * scale"
B_STR_A_Y_N,ARGONAUT COWLING (Y_N),Corvette,Hull Plating,B_STR_A_Y_N,B_STR_A_N,,prop/detail or unclassified,models/corvette/B_STR_A_Y_N.fbx,5.996094,3.000709,6.137429,0.0,1.499645,0.068005,"use FBX extents X=5.996, Y=3.001, Z=6.137 * scale"
B_STR_A_Y_NE,ARGONAUT AEROFOIL (Y_NE),Corvette,Hull Plating,B_STR_A_Y_NE,B_STR_A_NE,,prop/detail or unclassified,models/corvette/B_STR_A_Y_NE.fbx,2.990483,2.990483,5.983386,1.505007,1.494992,-0.007318,"use FBX extents X=2.990, Y=2.990, Z=5.983 * scale"
B_STR_A_Y_NE1,ARGONAUT AEROFOIL (Y_NE1),Corvette,Hull Plating,B_STR_A_Y_NE1,B_STR_A_NE,,prop/detail or unclassified,models/corvette/B_STR_A_Y_NE1.fbx,5.983386,2.990483,2.990484,-0.007318,1.494993,-1.505007,"use FBX extents X=5.983, Y=2.990, Z=2.990 * scale"
B_STR_A_Y_NE2,ARGONAUT AEROFOIL (Y_NE2),Corvette,Hull Plating,B_STR_A_Y_NE2,B_STR_A_NE,,prop/detail or unclassified,models/corvette/B_STR_A_Y_NE2.fbx,2.990483,2.990484,5.983386,-1.505007,1.494993,0.007318,"use FBX extents X=2.990, Y=2.990, Z=5.983 * scale"
B_STR_A_Y_NE3,ARGONAUT AEROFOIL (Y_NE3),Corvette,Hull Plating,B_STR_A_Y_NE3,B_STR_A_NE,,prop/detail or unclassified,models/corvette/B_STR_A_Y_NE3.fbx,5.983386,2.990484,2.990483,0.007318,1.494992,1.505008,"use FBX extents X=5.983, Y=2.990, Z=2.990 * scale"
B_STR_A_Y_NW,ARGONAUT AEROFOIL (Y_NW),Corvette,Hull Plating,B_STR_A_Y_NW,B_STR_A_NE,,prop/detail or unclassified,models/corvette/B_STR_A_Y_NW.fbx,2.990484,2.990483,5.983386,-1.505007,1.494992,-0.007318,"use FBX extents X=2.990, Y=2.990, Z=5.983 * scale"
B_STR_A_Y_NW1,ARGONAUT AEROFOIL (Y_NW1),Corvette,Hull Plating,B_STR_A_Y_NW1,B_STR_A_NE,,prop/detail or unclassified,models/corvette/B_STR_A_Y_NW1.fbx,5.983386,2.990484,2.990483,-0.007318,1.494992,1.505008,"use FBX extents X=5.983, Y=2.990, Z=2.990 * scale"
B_STR_A_Y_NW2,ARGONAUT AEROFOIL (Y_NW2),Corvette,Hull Plating,B_STR_A_Y_NW2,B_STR_A_NE,,prop/detail or unclassified,models/corvette/B_STR_A_Y_NW2.fbx,2.990483,2.990484,5.983386,1.505007,1.494993,0.007318,"use FBX extents X=2.990, Y=2.990, Z=5.983 * scale"
B_STR_A_Y_NW3,ARGONAUT AEROFOIL (Y_NW3),Corvette,Hull Plating,B_STR_A_Y_NW3,B_STR_A_NE,,prop/detail or unclassified,models/corvette/B_STR_A_Y_NW3.fbx,5.983386,2.990483,2.990484,0.007318,1.494993,-1.505007,"use FBX extents X=5.983, Y=2.990, Z=2.990 * scale"
B_STR_A_Y_S,ARGONAUT COWLING (Y_S),Corvette,Hull Plating,B_STR_A_Y_S,B_STR_A_N,,prop/detail or unclassified,models/corvette/B_STR_A_Y_S.fbx,5.996094,3.00071,6.137429,0.0,1.499645,-0.068004,"use FBX extents X=5.996, Y=3.001, Z=6.137 * scale"
B_STR_A_Y_W,ARGONAUT COWLING (Y_W),Corvette,Hull Plating,B_STR_A_Y_W,B_STR_A_N,,prop/detail or unclassified,models/corvette/B_STR_A_Y_W.fbx,6.137429,3.00071,5.996094,0.068005,1.499645,0.0,"use FBX extents X=6.137, Y=3.001, Z=5.996 * scale"
B_STR_B_E,SUPERCRUISE COWLING (E),Corvette,Hull Plating,B_STR_B_E,B_STR_B_N,,prop/detail or unclassified,models/corvette/B_STR_B_E.fbx,12.004257,3.022179,6.121094,-2.997871,1.498676,0.0,"use FBX extents X=12.004, Y=3.022, Z=6.121 * scale"
B_STR_B_N,SUPERCRUISE COWLING (N),Corvette,Hull Plating,B_STR_B_N,,,prop/detail or unclassified,models/corvette/B_STR_B_N.fbx,6.121094,3.022179,12.004257,0.0,1.498676,2.997871,"use FBX extents X=6.121, Y=3.022, Z=12.004 * scale"
B_STR_B_NE,SUPERCRUISE AEROFOIL (NE),Corvette,Hull Plating,B_STR_B_NE,,,prop/detail or unclassified,models/corvette/B_STR_B_NE.fbx,2.990236,2.99189,11.982357,1.504884,1.494289,2.993196,"use FBX extents X=2.990, Y=2.992, Z=11.982 * scale"
B_STR_B_NE1,SUPERCRUISE AEROFOIL (NE1),Corvette,Hull Plating,B_STR_B_NE1,B_STR_B_NE,,prop/detail or unclassified,models/corvette/B_STR_B_NE1.fbx,11.982357,2.99189,2.990237,2.993196,1.494289,-1.504884,"use FBX extents X=11.982, Y=2.992, Z=2.990 * scale"
B_STR_B_NE2,SUPERCRUISE AEROFOIL (NE2),Corvette,Hull Plating,B_STR_B_NE2,B_STR_B_NE,,prop/detail or unclassified,models/corvette/B_STR_B_NE2.fbx,2.990237,2.99189,11.982357,-1.504884,1.494289,-2.993196,"use FBX extents X=2.990, Y=2.992, Z=11.982 * scale"
B_STR_B_NE3,SUPERCRUISE AEROFOIL (NE3),Corvette,Hull Plating,B_STR_B_NE3,B_STR_B_NE,,prop/detail or unclassified,models/corvette/B_STR_B_NE3.fbx,11.982357,2.99189,2.990236,-2.993196,1.494289,1.504884,"use FBX extents X=11.982, Y=2.992, Z=2.990 * scale"
B_STR_B_NW,SUPERCRUISE AEROFOIL (NW),Corvette,Hull Plating,B_STR_B_NW,B_STR_B_NE,,prop/detail or unclassified,models/corvette/B_STR_B_NW.fbx,2.990237,2.99189,11.982357,-1.504884,1.494289,2.993196,"use FBX extents X=2.990, Y=2.992, Z=11.982 * scale"
B_STR_B_NW1,SUPERCRUISE AEROFOIL (NW1),Corvette,Hull Plating,B_STR_B_NW1,B_STR_B_NE,,prop/detail or unclassified,models/corvette/B_STR_B_NW1.fbx,11.982357,2.99189,2.990236,2.993196,1.494289,1.504884,"use FBX extents X=11.982, Y=2.992, Z=2.990 * scale"
B_STR_B_NW2,SUPERCRUISE AEROFOIL (NW2),Corvette,Hull Plating,B_STR_B_NW2,B_STR_B_NE,,prop/detail or unclassified,models/corvette/B_STR_B_NW2.fbx,2.990237,2.99189,11.982357,1.504884,1.494289,-2.993196,"use FBX extents X=2.990, Y=2.992, Z=11.982 * scale"
B_STR_B_NW3,SUPERCRUISE AEROFOIL (NW3),Corvette,Hull Plating,B_STR_B_NW3,B_STR_B_NE,,prop/detail or unclassified,models/corvette/B_STR_B_NW3.fbx,11.982357,2.99189,2.990237,-2.993196,1.494289,-1.504884,"use FBX extents X=11.982, Y=2.992, Z=2.990 * scale"
B_STR_B_S,SUPERCRUISE COWLING (S),Corvette,Hull Plating,B_STR_B_S,B_STR_B_N,,prop/detail or unclassified,models/corvette/B_STR_B_S.fbx,6.121094,3.022179,12.004257,0.0,1.498676,-2.997871,"use FBX extents X=6.121, Y=3.022, Z=12.004 * scale"
B_STR_B_W,SUPERCRUISE COWLING (W),Corvette,Hull Plating,B_STR_B_W,B_STR_B_N,,prop/detail or unclassified,models/corvette/B_STR_B_W.fbx,12.004257,3.022179,6.121094,2.997871,1.498676,0.0,"use FBX extents X=12.004, Y=3.022, Z=6.121 * scale"
B_STR_B_Y_E,SUPERCRUISE COWLING (Y_E),Corvette,Hull Plating,B_STR_B_Y_E,B_STR_B_N,,prop/detail or unclassified,models/corvette/B_STR_B_Y_E.fbx,12.004257,3.022179,6.121094,-2.997871,1.498676,0.0,"use FBX extents X=12.004, Y=3.022, Z=6.121 * scale"
B_STR_B_Y_N,SUPERCRUISE COWLING (Y_N),Corvette,Hull Plating,B_STR_B_Y_N,B_STR_B_N,,prop/detail or unclassified,models/corvette/B_STR_B_Y_N.fbx,6.121094,3.022178,12.004257,0.0,1.498676,2.997871,"use FBX extents X=6.121, Y=3.022, Z=12.004 * scale"
B_STR_B_Y_NE,SUPERCRUISE AEROFOIL (Y_NE),Corvette,Hull Plating,B_STR_B_Y_NE,B_STR_B_NE,,prop/detail or unclassified,models/corvette/B_STR_B_Y_NE.fbx,2.990236,2.991889,11.982357,1.504884,1.494289,2.993196,"use FBX extents X=2.990, Y=2.992, Z=11.982 * scale"
B_STR_B_Y_NE1,SUPERCRUISE AEROFOIL (Y_NE1),Corvette,Hull Plating,B_STR_B_Y_NE1,B_STR_B_NE,,prop/detail or unclassified,models/corvette/B_STR_B_Y_NE1.fbx,11.982357,2.99189,2.990238,2.993196,1.494289,-1.504884,"use FBX extents X=11.982, Y=2.992, Z=2.990 * scale"
B_STR_B_Y_NE2,SUPERCRUISE AEROFOIL (Y_NE2),Corvette,Hull Plating,B_STR_B_Y_NE2,B_STR_B_NE,,prop/detail or unclassified,models/corvette/B_STR_B_Y_NE2.fbx,2.990237,2.991891,11.982357,-1.504884,1.494289,-2.993196,"use FBX extents X=2.990, Y=2.992, Z=11.982 * scale"
B_STR_B_Y_NE3,SUPERCRUISE AEROFOIL (Y_NE3),Corvette,Hull Plating,B_STR_B_Y_NE3,B_STR_B_NE,,prop/detail or unclassified,models/corvette/B_STR_B_Y_NE3.fbx,11.982357,2.99189,2.990236,-2.993196,1.494289,1.504884,"use FBX extents X=11.982, Y=2.992, Z=2.990 * scale"
B_STR_B_Y_NW,SUPERCRUISE AEROFOIL (Y_NW),Corvette,Hull Plating,B_STR_B_Y_NW,B_STR_B_NE,,prop/detail or unclassified,models/corvette/B_STR_B_Y_NW.fbx,2.990237,2.991889,11.982357,-1.504884,1.494289,2.993196,"use FBX extents X=2.990, Y=2.992, Z=11.982 * scale"
B_STR_B_Y_NW1,SUPERCRUISE AEROFOIL (Y_NW1),Corvette,Hull Plating,B_STR_B_Y_NW1,B_STR_B_NE,,prop/detail or unclassified,models/corvette/B_STR_B_Y_NW1.fbx,11.982357,2.99189,2.990236,2.993196,1.494289,1.504884,"use FBX extents X=11.982, Y=2.992, Z=2.990 * scale"
B_STR_B_Y_NW2,SUPERCRUISE AEROFOIL (Y_NW2),Corvette,Hull Plating,B_STR_B_Y_NW2,B_STR_B_NE,,prop/detail or unclassified,models/corvette/B_STR_B_Y_NW2.fbx,2.990237,2.991891,11.982357,1.504884,1.494289,-2.993196,"use FBX extents X=2.990, Y=2.992, Z=11.982 * scale"
B_STR_B_Y_NW3,SUPERCRUISE AEROFOIL (Y_NW3),Corvette,Hull Plating,B_STR_B_Y_NW3,B_STR_B_NE,,prop/detail or unclassified,models/corvette/B_STR_B_Y_NW3.fbx,11.982357,2.99189,2.990238,-2.993196,1.494289,-1.504884,"use FBX extents X=11.982, Y=2.992, Z=2.990 * scale"
B_STR_B_Y_S,SUPERCRUISE COWLING (Y_S),Corvette,Hull Plating,B_STR_B_Y_S,B_STR_B_N,,prop/detail or unclassified,models/corvette/B_STR_B_Y_S.fbx,6.121094,3.02218,12.004257,0.0,1.498676,-2.997871,"use FBX extents X=6.121, Y=3.022, Z=12.004 * scale"
B_STR_B_Y_W,SUPERCRUISE COWLING (Y_W),Corvette,Hull Plating,B_STR_B_Y_W,B_STR_B_N,,prop/detail or unclassified,models/corvette/B_STR_B_Y_W.fbx,12.004257,3.022179,6.121094,2.997871,1.498676,0.0,"use FBX extents X=12.004, Y=3.022, Z=6.121 * scale"
B_STR_C_E,HARDFRAME COWLING (E),Corvette,Hull Plating,B_STR_C_E,B_STR_C_N,,prop/detail or unclassified,models/corvette/B_STR_C_E.fbx,5.121088,2.999999,6.0,0.443357,1.5,0.0,"use FBX extents X=5.121, Y=3.000, Z=6.000 * scale"
B_STR_C_N,HARDFRAME COWLING (N),Corvette,Hull Plating,B_STR_C_N,,,prop/detail or unclassified,models/corvette/B_STR_C_N.fbx,6.0,2.999999,5.121088,0.0,1.5,-0.443356,"use FBX extents X=6.000, Y=3.000, Z=5.121 * scale"
B_STR_C_NE,ARGONAUT WINGLET (NE),Corvette,Hull Plating,B_STR_C_NE,,,prop/detail or unclassified,models/corvette/B_STR_C_NE.fbx,5.968913,2.990234,5.996096,0.015707,1.495117,-0.001954,"use FBX extents X=5.969, Y=2.990, Z=5.996 * scale"
B_STR_C_NE1,ARGONAUT WINGLET (NE1),Corvette,Hull Plating,B_STR_C_NE1,B_STR_C_NE,,prop/detail or unclassified,models/corvette/B_STR_C_NE1.fbx,5.996096,2.990234,5.968913,-0.001954,1.495117,-0.015706,"use FBX extents X=5.996, Y=2.990, Z=5.969 * scale"
B_STR_C_NE2,ARGONAUT WINGLET (NE2),Corvette,Hull Plating,B_STR_C_NE2,B_STR_C_NE,,prop/detail or unclassified,models/corvette/B_STR_C_NE2.fbx,5.968913,2.990234,5.996096,-0.015707,1.495117,0.001954,"use FBX extents X=5.969, Y=2.990, Z=5.996 * scale"
B_STR_C_NE3,ARGONAUT WINGLET (NE3),Corvette,Hull Plating,B_STR_C_NE3,B_STR_C_NE,,prop/detail or unclassified,models/corvette/B_STR_C_NE3.fbx,5.996097,2.990234,5.968913,0.001954,1.495117,0.015707,"use FBX extents X=5.996, Y=2.990, Z=5.969 * scale"
B_STR_C_NW,ARGONAUT WINGLET (NW),Corvette,Hull Plating,B_STR_C_NW,B_STR_C_NE,,prop/detail or unclassified,models/corvette/B_STR_C_NW.fbx,5.968913,2.990234,5.996095,-0.015707,1.495117,-0.001954,"use FBX extents X=5.969, Y=2.990, Z=5.996 * scale"
B_STR_C_NW1,ARGONAUT WINGLET (NW1),Corvette,Hull Plating,B_STR_C_NW1,B_STR_C_NE,,prop/detail or unclassified,models/corvette/B_STR_C_NW1.fbx,5.996097,2.990234,5.968913,-0.001954,1.495117,0.015707,"use FBX extents X=5.996, Y=2.990, Z=5.969 * scale"
B_STR_C_NW2,ARGONAUT WINGLET (NW2),Corvette,Hull Plating,B_STR_C_NW2,B_STR_C_NE,,prop/detail or unclassified,models/corvette/B_STR_C_NW2.fbx,5.968913,2.990234,5.996096,0.015707,1.495117,0.001954,"use FBX extents X=5.969, Y=2.990, Z=5.996 * scale"
B_STR_C_NW3,ARGONAUT WINGLET (NW3),Corvette,Hull Plating,B_STR_C_NW3,B_STR_C_NE,,prop/detail or unclassified,models/corvette/B_STR_C_NW3.fbx,5.996096,2.990234,5.968913,0.001954,1.495117,-0.015706,"use FBX extents X=5.996, Y=2.990, Z=5.969 * scale"
B_STR_C_S,HARDFRAME COWLING (S),Corvette,Hull Plating,B_STR_C_S,B_STR_C_N,,prop/detail or unclassified,models/corvette/B_STR_C_S.fbx,6.0,2.999999,5.121088,0.0,1.5,0.443357,"use FBX extents X=6.000, Y=3.000, Z=5.121 * scale"
B_STR_C_W,HARDFRAME COWLING (W),Corvette,Hull Plating,B_STR_C_W,B_STR_C_N,,prop/detail or unclassified,models/corvette/B_STR_C_W.fbx,5.121088,2.999999,6.0,-0.443357,1.5,0.0,"use FBX extents X=5.121, Y=3.000, Z=6.000 * scale"
B_STR_C_Y_E,HARDFRAME COWLING (Y_E),Corvette,Hull Plating,B_STR_C_Y_E,B_STR_C_N,,prop/detail or unclassified,models/corvette/B_STR_C_Y_E.fbx,5.121088,3.0,6.0,0.443357,1.5,0.0,"use FBX extents X=5.121, Y=3.000, Z=6.000 * scale"
B_STR_C_Y_N,HARDFRAME COWLING (Y_N),Corvette,Hull Plating,B_STR_C_Y_N,B_STR_C_N,,prop/detail or unclassified,models/corvette/B_STR_C_Y_N.fbx,6.0,3.0,5.121088,0.0,1.5,-0.443356,"use FBX extents X=6.000, Y=3.000, Z=5.121 * scale"
B_STR_C_Y_NE,ARGONAUT WINGLET (Y_NE),Corvette,Hull Plating,B_STR_C_Y_NE,B_STR_C_NE,,prop/detail or unclassified,models/corvette/B_STR_C_Y_NE.fbx,5.968913,2.990234,5.996096,0.015707,1.495117,-0.001954,"use FBX extents X=5.969, Y=2.990, Z=5.996 * scale"
B_STR_C_Y_NE1,ARGONAUT WINGLET (Y_NE1),Corvette,Hull Plating,B_STR_C_Y_NE1,B_STR_C_NE,,prop/detail or unclassified,models/corvette/B_STR_C_Y_NE1.fbx,5.996096,2.990234,5.968914,-0.001954,1.495117,-0.015706,"use FBX extents X=5.996, Y=2.990, Z=5.969 * scale"
B_STR_C_Y_NE2,ARGONAUT WINGLET (Y_NE2),Corvette,Hull Plating,B_STR_C_Y_NE2,B_STR_C_NE,,prop/detail or unclassified,models/corvette/B_STR_C_Y_NE2.fbx,5.968913,2.990235,5.996096,-0.015707,1.495117,0.001954,"use FBX extents X=5.969, Y=2.990, Z=5.996 * scale"
B_STR_C_Y_NE3,ARGONAUT WINGLET (Y_NE3),Corvette,Hull Plating,B_STR_C_Y_NE3,B_STR_C_NE,,prop/detail or unclassified,models/corvette/B_STR_C_Y_NE3.fbx,5.996097,2.990235,5.968913,0.001954,1.495117,0.015707,"use FBX extents X=5.996, Y=2.990, Z=5.969 * scale"
B_STR_C_Y_NW,ARGONAUT WINGLET (Y_NW),Corvette,Hull Plating,B_STR_C_Y_NW,B_STR_C_NE,,prop/detail or unclassified,models/corvette/B_STR_C_Y_NW.fbx,5.968913,2.990234,5.996095,-0.015707,1.495117,-0.001954,"use FBX extents X=5.969, Y=2.990, Z=5.996 * scale"
B_STR_C_Y_NW1,ARGONAUT WINGLET (Y_NW1),Corvette,Hull Plating,B_STR_C_Y_NW1,B_STR_C_NE,,prop/detail or unclassified,models/corvette/B_STR_C_Y_NW1.fbx,5.996097,2.990235,5.968913,-0.001954,1.495117,0.015707,"use FBX extents X=5.996, Y=2.990, Z=5.969 * scale"
B_STR_C_Y_NW2,ARGONAUT WINGLET (Y_NW2),Corvette,Hull Plating,B_STR_C_Y_NW2,B_STR_C_NE,,prop/detail or unclassified,models/corvette/B_STR_C_Y_NW2.fbx,5.968913,2.990235,5.996096,0.015707,1.495117,0.001954,"use FBX extents X=5.969, Y=2.990, Z=5.996 * scale"
B_STR_C_Y_NW3,ARGONAUT WINGLET (Y_NW3),Corvette,Hull Plating,B_STR_C_Y_NW3,B_STR_C_NE,,prop/detail or unclassified,models/corvette/B_STR_C_Y_NW3.fbx,5.996096,2.990234,5.968914,0.001954,1.495117,-0.015706,"use FBX extents X=5.996, Y=2.990, Z=5.969 * scale"
B_STR_C_Y_S,HARDFRAME COWLING (Y_S),Corvette,Hull Plating,B_STR_C_Y_S,B_STR_C_N,,prop/detail or unclassified,models/corvette/B_STR_C_Y_S.fbx,6.0,3.0,5.121088,0.0,1.5,0.443357,"use FBX extents X=6.000, Y=3.000, Z=5.121 * scale"
B_STR_C_Y_W,HARDFRAME COWLING (Y_W),Corvette,Hull Plating,B_STR_C_Y_W,B_STR_C_N,,prop/detail or unclassified,models/corvette/B_STR_C_Y_W.fbx,5.121088,3.0,6.0,-0.443357,1.5,0.0,"use FBX extents X=5.121, Y=3.000, Z=6.000 * scale"
B_STR_D_E,TURBINE COWLING (E),Corvette,Hull Plating,B_STR_D_E,B_STR_D_N,,prop/detail or unclassified,models/corvette/B_STR_D_E.fbx,11.921875,3.044982,6.097656,-2.960938,1.522431,0.0,"use FBX extents X=11.922, Y=3.045, Z=6.098 * scale"
B_STR_D_N,TURBINE COWLING (N),Corvette,Hull Plating,B_STR_D_N,,,prop/detail or unclassified,models/corvette/B_STR_D_N.fbx,6.097656,3.044982,11.921875,0.0,1.522431,2.960937,"use FBX extents X=6.098, Y=3.045, Z=11.922 * scale"
B_STR_D_NE,TURBINE AEROFOIL (NE),Corvette,Hull Plating,B_STR_D_NE,,,prop/detail or unclassified,models/corvette/B_STR_D_NE.fbx,5.96912,3.03421,11.996872,0.01581,1.473129,2.993752,"use FBX extents X=5.969, Y=3.034, Z=11.997 * scale"
B_STR_D_NE1,TURBINE AEROFOIL (NE1),Corvette,Hull Plating,B_STR_D_NE1,B_STR_D_NE,,prop/detail or unclassified,models/corvette/B_STR_D_NE1.fbx,11.996872,3.03421,5.969122,2.993752,1.473129,-0.015811,"use FBX extents X=11.997, Y=3.034, Z=5.969 * scale"
B_STR_D_NE2,TURBINE AEROFOIL (NE2),Corvette,Hull Plating,B_STR_D_NE2,B_STR_D_NE,,prop/detail or unclassified,models/corvette/B_STR_D_NE2.fbx,5.969121,3.03421,11.996872,-0.01581,1.473129,-2.993752,"use FBX extents X=5.969, Y=3.034, Z=11.997 * scale"
B_STR_D_NE3,TURBINE AEROFOIL (NE3),Corvette,Hull Plating,B_STR_D_NE3,B_STR_D_NE,,prop/detail or unclassified,models/corvette/B_STR_D_NE3.fbx,11.996872,3.03421,5.96912,-2.993752,1.473129,0.01581,"use FBX extents X=11.997, Y=3.034, Z=5.969 * scale"
B_STR_D_NW,TURBINE AEROFOIL (NW),Corvette,Hull Plating,B_STR_D_NW,B_STR_D_NE,,prop/detail or unclassified,models/corvette/B_STR_D_NW.fbx,5.969122,3.03421,11.996872,-0.01581,1.473129,2.993752,"use FBX extents X=5.969, Y=3.034, Z=11.997 * scale"
B_STR_D_NW1,TURBINE AEROFOIL (NW1),Corvette,Hull Plating,B_STR_D_NW1,B_STR_D_NE,,prop/detail or unclassified,models/corvette/B_STR_D_NW1.fbx,11.996872,3.03421,5.96912,2.993752,1.473129,0.01581,"use FBX extents X=11.997, Y=3.034, Z=5.969 * scale"
B_STR_D_NW2,TURBINE AEROFOIL (NW2),Corvette,Hull Plating,B_STR_D_NW2,B_STR_D_NE,,prop/detail or unclassified,models/corvette/B_STR_D_NW2.fbx,5.969121,3.03421,11.996872,0.01581,1.473129,-2.993752,"use FBX extents X=5.969, Y=3.034, Z=11.997 * scale"
B_STR_D_NW3,TURBINE AEROFOIL (NW3),Corvette,Hull Plating,B_STR_D_NW3,B_STR_D_NE,,prop/detail or unclassified,models/corvette/B_STR_D_NW3.fbx,11.996872,3.03421,5.969122,-2.993752,1.473129,-0.015811,"use FBX extents X=11.997, Y=3.034, Z=5.969 * scale"
B_STR_D_S,TURBINE COWLING (S),Corvette,Hull Plating,B_STR_D_S,B_STR_D_N,,prop/detail or unclassified,models/corvette/B_STR_D_S.fbx,6.097656,3.044982,11.921875,0.0,1.522431,-2.960938,"use FBX extents X=6.098, Y=3.045, Z=11.922 * scale"
B_STR_D_W,TURBINE COWLING (W),Corvette,Hull Plating,B_STR_D_W,B_STR_D_N,,prop/detail or unclassified,models/corvette/B_STR_D_W.fbx,11.921875,3.044982,6.097656,2.960938,1.522431,0.0,"use FBX extents X=11.922, Y=3.045, Z=6.098 * scale"
B_STR_D_Y_E,TURBINE COWLING (Y_E),Corvette,Hull Plating,B_STR_D_Y_E,B_STR_D_N,,prop/detail or unclassified,models/corvette/B_STR_D_Y_E.fbx,11.921875,3.044982,6.097656,-2.960938,1.522431,0.0,"use FBX extents X=11.922, Y=3.045, Z=6.098 * scale"
B_STR_D_Y_N,TURBINE COWLING (Y_N),Corvette,Hull Plating,B_STR_D_Y_N,B_STR_D_N,,prop/detail or unclassified,models/corvette/B_STR_D_Y_N.fbx,6.097656,3.044982,11.921875,0.0,1.52243,2.960937,"use FBX extents X=6.098, Y=3.045, Z=11.922 * scale"
B_STR_D_Y_NE,TURBINE AEROFOIL (Y_NE),Corvette,Hull Plating,B_STR_D_Y_NE,B_STR_D_NE,,prop/detail or unclassified,models/corvette/B_STR_D_Y_NE.fbx,5.96912,3.03421,11.996872,0.01581,1.473129,2.993752,"use FBX extents X=5.969, Y=3.034, Z=11.997 * scale"
B_STR_D_Y_NE1,TURBINE AEROFOIL (Y_NE1),Corvette,Hull Plating,B_STR_D_Y_NE1,B_STR_D_NE,,prop/detail or unclassified,models/corvette/B_STR_D_Y_NE1.fbx,11.996872,3.03421,5.969122,2.993752,1.473129,-0.01581,"use FBX extents X=11.997, Y=3.034, Z=5.969 * scale"
B_STR_D_Y_NE2,TURBINE AEROFOIL (Y_NE2),Corvette,Hull Plating,B_STR_D_Y_NE2,B_STR_D_NE,,prop/detail or unclassified,models/corvette/B_STR_D_Y_NE2.fbx,5.969121,3.034211,11.996872,-0.01581,1.473129,-2.993752,"use FBX extents X=5.969, Y=3.034, Z=11.997 * scale"
B_STR_D_Y_NE3,TURBINE AEROFOIL (Y_NE3),Corvette,Hull Plating,B_STR_D_Y_NE3,B_STR_D_NE,,prop/detail or unclassified,models/corvette/B_STR_D_Y_NE3.fbx,11.996872,3.034211,5.96912,-2.993752,1.473129,0.015811,"use FBX extents X=11.997, Y=3.034, Z=5.969 * scale"
B_STR_D_Y_NW,TURBINE AEROFOIL (Y_NW),Corvette,Hull Plating,B_STR_D_Y_NW,B_STR_D_NE,,prop/detail or unclassified,models/corvette/B_STR_D_Y_NW.fbx,5.969122,3.03421,11.996872,-0.01581,1.473129,2.993752,"use FBX extents X=5.969, Y=3.034, Z=11.997 * scale"
B_STR_D_Y_NW1,TURBINE AEROFOIL (Y_NW1),Corvette,Hull Plating,B_STR_D_Y_NW1,B_STR_D_NE,,prop/detail or unclassified,models/corvette/B_STR_D_Y_NW1.fbx,11.996872,3.034211,5.96912,2.993752,1.473129,0.015811,"use FBX extents X=11.997, Y=3.034, Z=5.969 * scale"
B_STR_D_Y_NW2,TURBINE AEROFOIL (Y_NW2),Corvette,Hull Plating,B_STR_D_Y_NW2,B_STR_D_NE,,prop/detail or unclassified,models/corvette/B_STR_D_Y_NW2.fbx,5.969121,3.034211,11.996872,0.01581,1.473129,-2.993752,"use FBX extents X=5.969, Y=3.034, Z=11.997 * scale"
B_STR_D_Y_NW3,TURBINE AEROFOIL (Y_NW3),Corvette,Hull Plating,B_STR_D_Y_NW3,B_STR_D_NE,,prop/detail or unclassified,models/corvette/B_STR_D_Y_NW3.fbx,11.996872,3.03421,5.969122,-2.993752,1.473129,-0.01581,"use FBX extents X=11.997, Y=3.034, Z=5.969 * scale"
B_STR_D_Y_S,TURBINE COWLING (Y_S),Corvette,Hull Plating,B_STR_D_Y_S,B_STR_D_N,,prop/detail or unclassified,models/corvette/B_STR_D_Y_S.fbx,6.097656,3.044983,11.921875,0.0,1.522431,-2.960938,"use FBX extents X=6.098, Y=3.045, Z=11.922 * scale"
B_STR_D_Y_W,TURBINE COWLING (Y_W),Corvette,Hull Plating,B_STR_D_Y_W,B_STR_D_N,,prop/detail or unclassified,models/corvette/B_STR_D_Y_W.fbx,11.921875,3.044982,6.097656,2.960938,1.522431,0.0,"use FBX extents X=11.922, Y=3.045, Z=6.098 * scale"
B_STR_E_E,ARGONAUT FUEL COVER (E),Corvette,Hull Plating,B_STR_E_E,B_STR_E_N,,prop/detail or unclassified,models/corvette/B_STR_E_E.fbx,6.0,3.0,6.0,0.0,1.5,0.0,"use FBX extents X=6.000, Y=3.000, Z=6.000 * scale"
